34025	 dwtaš 	aw	三人称単数人称代名詞（彼、彼女）	ta	・・・個pos_num:sp_	dw	2
44006	 načar 	načar	強いられた				
32021	 ke 	ke	強意的表現				
32049	 ke 	ke	強意的表現				
34035	 ke 	ke	強意的表現				
37011	 ke 	ke	強意的表現				
37037	 ke 	ke	強意的表現				
37040	 ke 	ke	強意的表現				
41004	 ke 	ke	強意的表現				
43034	 ke 	ke	強意的表現				
43037	 ke 	ke	強意的表現				
44086	 ke 	ke	強意的表現				
50004	 ke 	ke	強意的表現				
50004	 ke 	ke	強意的表現				
50036	 ke 	ke	強意的表現				
50071	 ke 	ke	強意的表現				
44083	 načary 	načary	強制				
34014	 mjbwr 	mjbwr	強制された				
36022	 mjbwr 	mjbwr	強制された				
40007	 mjbwr 	mjbwr	強制された				
40014	 mjbwr 	mjbwr	強制された				
43018	 šdt 	šdt	強烈				
43019	 blke 	blke	恐らく				
36022	 šayd 	šayd	恐らく				
36042	 šayd 	šayd	恐らく				
54014	 šayd 	šayd	恐らく				
62025	 šayd 	šayd	恐らく				
37052	 trs 	trs	恐れ				
39019	 trs 	trs	恐れ				
50073	 trs 	trs	恐れ				
59050	 trsyd 	trsydn	恐れる				
50055	 mytrsm 	trsydn	恐れる				
44053	 mytrse 	trsydn	恐れる				
40020	 mytrsyde 	trsydn	恐れる				
43001	 trsnak 	trsnak	恐ろしい				
37043	 neyb 	neyb	恐怖				
37047	 neyby 	neyb	恐怖				
36046	 eybty 	eybt	恐怖				
63005	 'brt 	'brt	教訓				
63028	 'brt 	'brt	教訓				
63031	 'brt 	'brt	教訓				
63038	 'brt 	'brt	教訓				
31019	 m'lm ea	m'lm	教師				
31019	 m'lm ea 	m'lm	教師				
31019	 m'lme 	m'lm	教師				
41028	 dywwne 	dywane	狂気の				
41043	 dywwne 	dywane	狂気の				
41008	 dywwne 	dywane	狂気の				
53049	 rm 	rm	驚いて逃げること				
53053	 rm 	rm	驚いて逃げること				
53114	 rm 	rm	驚いて逃げること				
49028	 t'jb 	t'jb	驚き				
63012	 t'jb 	t'jb	驚き				
58056	 dwla 	dwla	曲がった				
49039	 kj 	kj	曲がった				
37004	 neayt 	neayt	極度				
40034	 neayt 	neayt	極度				
36028	 fwry 	fwry	緊急の				
50009	 fwry 	fwry	緊急の				
53034	 fwry 	fwry	緊急の				
53050	 fwry 	fwry	緊急の				
54013	 fwry 	fwry	緊急の				
54013	 fwry 	fwry	緊急の				
37028	 nzdyk 	nzdyk	近い				
63024	 nzdyk 	nzdyk	近い				
63036	 nzdyk 	nzdyk	近い				
33003	 nzdyk 	nzdyk	近い				
33005	 nzdyk 	nzdyk	近い				
33006	 nzdyk 	nzdyk	近い				
53109	 nzdyk 	nzdyk	近い				
63009	 nzdyk 	nzdyk	近い				
63010	 nzdyk 	nzdyk	近い				
65007	 nzdyk 	nzdyk	近い				
37013	 nzdyky 	nzdyky	近いこと				
37022	 nzdyky 	nzdyky	近いこと				
37008	 mjawrt 	mjawrt	近所				
44031	 ţla 	ţla	金				
44033	 ţla 	ţla	金				
44038	 ţla 	ţla	金				
44038	 ţla 	ţla	金				
44053	 ţla 	ţla	金				
44061	 ţla 	ţla	金				
44067	 ţla 	ţla	金				
44073	 ţla 	ţla	金				
44075	 ţla 	ţla	金				
45027	 ţla 	ţla	金				
45032	 ţla 	ţla	金				
49014	 ţla 	ţla	金				
49015	 ţla 	ţla	金				
49022	 ţla 	ţla	金				
49030	 ţla 	ţla	金				
49031	 ţla 	ţla	金				
49038	 ţla 	ţla	金				
64009	 ţla´y 	ţla´y	金の				
64005	 ţla´ye 	ţla´y	金の				
40028	 pwldar 	pwldar	金持ちの				
54003	 pwldar 	pwldar	金持ちの				
40028	 çrwtmnd 	çrwtmnd	金持ちの				
44062	 çrwtmnd 	çrwtmnd	金持ちの				
47013	 jyqe 	jyq	金切り声				
31017	 pwl 	pwl	金銭				
31019	 pwl 	pwl	金銭				
31019	 pwl 	pwl	金銭				
32019	 pwl 	pwl	金銭				
41017	 pwl 	pwl	金銭				
41025	 pwl 	pwl	金銭				
44031	 pwl 	pwl	金銭				
44031	 pwl 	pwl	金銭				
44043	 pwl 	pwl	金銭				
44053	 pwl 	pwl	金銭				
48021	 pwl 	pwl	金銭				
49031	 pwl 	pwl	金銭				
50031	 pwl 	pwl	金銭				
53036	 pwl 	pwl	金銭				
53052	 pwl 	pwl	金銭				
53053	 pwl 	pwl	金銭				
53059	 pwl 	pwl	金銭				
53063	 pwl 	pwl	金銭				
53063	 pwl 	pwl	金銭				
53070	 pwl 	pwl	金銭				
53071	 pwl 	pwl	金銭				
53077	 pwl 	pwl	金銭				
53082	 pwl 	pwl	金銭				
53083	 pwl 	pwl	金銭				
55006	 pwl 	pwl	金銭				
60003	 pwl 	pwl	金銭				
60004	 pwl 	pwl	金銭				
60007	 pwl 	pwl	金銭				
61006	 pwl 	pwl	金銭				
61009	 pwl 	pwl	金銭				
61012	 pwl 	pwl	金銭				
61013	 pwl 	pwl	金銭				
61014	 pwl 	pwl	金銭				
61015	 pwl 	pwl	金銭				
61015	 pwl 	pwl	金銭				
61018	 pwl 	pwl	金銭				
61022	 pwl 	pwl	金銭				
61023	 pwl 	pwl	金銭				
61024	 pwl 	pwl	金銭				
61024	 pwl 	pwl	金銭				
61024	 pwl 	pwl	金銭				
62013	 pwl 	pwl	金銭				
62016	 pwl 	pwl	金銭				
62020	 pwl 	pwl	金銭				
62021	 pwl 	pwl	金銭				
62025	 pwl 	pwl	金銭				
62026	 pwl 	pwl	金銭				
62031	 pwl 	pwl	金銭				
62032	 pwl 	pwl	金銭				
44053	 pwl 	pwl	金銭				
41018	 pwla 	pwl	金銭				
53065	 pwla 	pwl	金銭				
53068	 pwla 	pwl	金銭				
53057	 pwlay 	pwl	金銭				
34039	 pwly 	pwl	金銭				
40023	 pwly 	pwl	金銭				
41008	 pwly 	pwl	金銭				
44014	 pwly 	pwl	金銭				
44023	 pwly 	pwl	金銭				
44088	 pwly 	pwl	金銭				
61008	 pwly 	pwl	金銭				
61021	 pwly 	pwl	金銭				
61023	 pwly 	pwl	金銭				
62015	 pwly 	pwl	金銭				
64003	 pwly 	pwl	金銭				
44064	 nŕre 	nŕre	銀				
44067	 nŕre 	nŕre	銀				
44073	 nŕre 	nŕre	銀				
40032	 ađyt 	ađyt	苦痛				
59077	 ađyt 	ađyt	苦痛				
40035	 ađyt 	ađyt	苦痛				
40035	 azar 	āzar	苦痛				
49036	 āzar 	āzar	苦痛				
62033	 rnj 	rnj	苦痛				
37047	 āsman 	āsman	空				
53017	 eway 	ewa	空気				
50025	 ewayy 	ewa	空気				
57040	 grsngy 	grsngy	空腹				
57013	 grsne 	grsne	空腹の				
57015	 grsne 	grsne	空腹の				
67037	 grsne 	grsne	空腹の				
40025	 atfaŕa 	atfaŕa	偶然に				
44039	 atfaŕa 	atfaŕa	偶然に				
43007	 atfaŕa 	atfaŕa	偶然に				
43010	 atfaŕa 	atfaŕa	偶然に				
49024	 kfš 	kfš	靴				
49027	 kfš 	kfš	靴				
49040	 kfš 	kfš	靴				
49002	 kfšye 	kfš	靴				
38012	 xrs 	xrs	熊				
38014	 xrs 	xrs	熊				
39013	 xrs 	xrs	熊				
39015	 xrs 	xrs	熊				
41006	 xrs 	xrs	熊				
38002	 xrse 	xrs	熊				
38003	 xrse 	xrs	熊				
38003	 xrse 	xrs	熊				
38014	 xrse 	xrs	熊				
38015	 xrse 	xrs	熊				
38019	 xrse 	xrs	熊				
38021	 xrse 	xrs	熊				
38024	 xrse 	xrs	熊				
39018	 xrse 	xrs	熊				
39020	 xrse 	xrs	熊				
53036	 rm 	rme	群れ				
48008	 šerstan 	šerstan	郡				
63028	 mjazat 	mjazat	刑罰				
63005	 mjazaty 	mjazat	刑罰				
45024	 zndan 	zndan	刑務所				
45025	 zndan 	zndan	刑務所				
43022	 zndany 	zndan	刑務所				
43006	 bradr 	bradr	兄弟				
43012	 bradr 	bradr	兄弟				
43013	 bradr 	bradr	兄弟				
43017	 bradr 	bradr	兄弟				
43020	 bradr 	bradr	兄弟				
43024	 bradr 	bradr	兄弟				
43030	 bradr 	bradr	兄弟				
43030	 bradr 	bradr	兄弟				
43034	 bradr 	bradr	兄弟				
43035	 bradr 	bradr	兄弟				
43035	 bradr 	bradr	兄弟				
43037	 bradr 	bradr	兄弟				
43037	 bradr 	bradr	兄弟				
43037	 bradr 	bradr	兄弟				
43039	 bradr 	bradr	兄弟				
43027	 bradra 	bradr	兄弟				
43025	 bradran 	bradr	兄弟				
43020	 bradray 	bradr	兄弟				
43021	 bradrea 	bradr	兄弟				
43030	 bradry 	bradr	兄弟				
43039	 bradry 	bradr	兄弟				
39016	 dadaš 	dadaš	兄弟				
39005	 dadaša 	dadaš	兄弟				
39017	 dadaša 	dadaš	兄弟				
43005	 bradrzade ay 	bradrzade	兄弟の息子または娘				
32058	 'ŕd 	'ŕd	契約				
32064	 'ŕd 	'ŕd	契約				
35024	 'ŕd 	'ŕd	契約				
41033	 'ŕd 	'ŕd	契約				
41034	 'ŕd 	'ŕd	契約				
47026	 'ŕd 	'ŕd	契約				
44070	 škl 	škl	形				
48020	 škl 	škl	形				
36023	 t'ẓym 	t'ẓym	敬意				
59084	 adame 	adame	継続				
65006	 ħsab 	ħsab	計算				
59055	 ħsaby 	ħsaby	計算の				
59068	 ħsaby 	ħsaby	計算の				
59071	 ħsaby 	ħsaby	計算の				
59074	 ħsaby 	ħsaby	計算の				
59083	 ħsaby 	ħsaby	計算の				
40004	 šdyda 	šdyda	激しく				
35012	 'yb 	'yb	欠点				
47024	 'yby 	'yb	欠点				
59007	 tşmym 	tşmym	決心				
61017	 tşmym 	tşmym	決心				
53050	 čale 	čale	穴				
53050	 čwle ea 	čale	穴				
58054	 swrax 	swrax	穴				
58052	 swraxy 	swrax	穴				
37030	 ntyje 	ntyje	結果				
37050	 ntyje 	ntyje	結果				
43003	 ntyje 	ntyje	結果				
44055	 ntyje 	ntyje	結果				
63029	 ntyje 	ntyje	結果				
34003	 azdwaj 	azdwaj	結婚				
34004	 azdwaj 	azdwaj	結婚				
34006	 azdwaj 	azdwaj	結婚				
34007	 azdwaj 	azdwaj	結婚				
34008	 azdwaj 	azdwaj	結婚				
34054	 azdwaj 	azdwaj	結婚				
40019	 azdwaj 	azdwaj	結婚				
40021	 azdwaj 	azdwaj	結婚				
40021	 azdwaj 	azdwaj	結婚				
40022	 azdwaj 	azdwaj	結婚				
44060	 azdwaj 	azdwaj	結婚				
44088	 azdwaj 	azdwaj	結婚				
44089	 azdwaj 	azdwaj	結婚				
31052	 'rwsy 	'rwsy	結婚				
40022	 'rwsy 	'rwsy	結婚				
44057	 'rwsy 	'rwsy	結婚				
45026	 'rwsy 	'rwsy	結婚				
46041	 'rwsy 	'rwsy	結婚				
47032	 'rwsy 	'rwsy	結婚				
47033	 'rwsy 	'rwsy	結婚				
50007	 'rwsy 	'rwsy	結婚				
50007	 'rwsy 	'rwsy	結婚				
58030	 'rwsy 	'rwsy	結婚				
58034	 'rwsy 	'rwsy	結婚				
59064	 'rwsy 	'rwsy	結婚				
59069	 'rwsy 	'rwsy	結婚				
59070	 'rwsy 	'rwsy	結婚				
59059	 'rwsya 	'rwsy	結婚				
59047	 'rwsye 	'rwsy	結婚				
42004	 xwn 	xwn	血				
53053	 xwn 	xwn	血				
54006	 nsb 	nsb	血統				
40035	 šmšyr 	šmšyr	剣				
43030	 šmšyr 	šmšyr	剣				
43036	 šmšyr 	šmšyr	剣				
49005	 šmšyr 	šmšyr	剣				
43028	 gladywtwr ea 	gladyatwr	剣闘士				
46036	 axtyar 	axtyar	権力				
59076	 axtyar 	axtyar	権力				
41024	 sg 	sg	犬				
41025	 sg 	sg	犬				
41025	 sg 	sg	犬				
41038	 sg 	sg	犬				
47037	 sg 	sg	犬				
63011	 sg 	sg	犬				
63014	 sg 	sg	犬				
63017	 sg 	sg	犬				
63026	 sg 	sg	犬				
63027	 sg 	sg	犬				
63027	 sg 	sg	犬				
63028	 sg 	sg	犬				
63028	 sg 	sg	犬				
63030	 sg 	sg	犬				
63033	 sg 	sg	犬				
63035	 sg 	sg	犬				
63028	 sgay 	sg	犬				
63031	 sgay 	sg	犬				
41026	 sge 	sg	犬				
63010	 sgy 	sg	犬				
63025	 sgy 	sg	犬				
38015	 kwl 	kwl	肩				
38003	 kwly 	kwl	肩				
35007	 pyda 	pyda	見える				
37027	 pyda 	pyda	見える				
37052	 pyda 	pyda	見える				
38010	 pyda 	pyda	見える				
39003	 pyda 	pyda	見える				
39004	 pyda 	pyda	見える				
43018	 pyda 	pyda	見える				
43021	 pyda 	pyda	見える				
49010	 pyda 	pyda	見える				
53085	 pyda 	pyda	見える				
54003	 pyda 	pyda	見える				
55004	 pyda 	pyda	見える				
58051	 pyda 	pyda	見える				
58054	 pyda 	pyda	見える				
59084	 pyda 	pyda	見える				
63022	 pyda 	pyda	見える				
63032	 pyda 	pyda	見える				
68006	 pyda 	pyda	見える				
40033	 myafte 	yaftn	見つける				
58051	 bbyn 	dydn	見る				
62022	 bbyn 	dydn	見る				
41053	 bbynm 	dydn	見る				
50045	 bbynn 	dydn	見る				
53032	 bbynn 	dydn	見る				
59017	 bbynn 	dydn	見る				
44045	 bbyne 	dydn	見る				
53059	 bbyne 	dydn	見る				
32047	 bbyny 	dydn	見る				
33021	 bbynyd 	dydn	見る				
44080	 bbynym 	dydn	見る				
63009	 bbynym 	dydn	見る				
32015	 bynm 	dydn	見る				
31015	 dyd 	dydn	見る				
31019	 dyd 	dydn	見る				
32013	 dyd 	dydn	見る				
32014	 dyd 	dydn	見る				
32017	 dyd 	dydn	見る				
32024	 dyd 	dydn	見る				
32026	 dyd 	dydn	見る				
32034	 dyd 	dydn	見る				
32036	 dyd 	dydn	見る				
34014	 dyd 	dydn	見る				
34028	 dyd 	dydn	見る				
41016	 dyd 	dydn	見る				
41045	 dyd 	dydn	見る				
41054	 dyd 	dydn	見る				
45005	 dyd 	dydn	見る				
45016	 dyd 	dydn	見る				
46041	 dyd 	dydn	見る				
48020	 dyd 	dydn	見る				
50052	 dyd 	dydn	見る				
50052	 dyd 	dydn	見る				
50053	 dyd 	dydn	見る				
51008	 dyd 	dydn	見る				
51012	 dyd 	dydn	見る				
51015	 dyd 	dydn	見る				
52009	 dyd 	dydn	見る				
56010	 dyd 	dydn	見る				
56014	 dyd 	dydn	見る				
56018	 dyd 	dydn	見る				
57003	 dyd 	dydn	見る				
57015	 dyd 	dydn	見る				
58050	 dyd 	dydn	見る				
59019	 dyd 	dydn	見る				
59049	 dyd 	dydn	見る				
59061	 dyd 	dydn	見る				
59078	 dyd 	dydn	見る				
61023	 dyd 	dydn	見る				
63008	 dyd 	dydn	見る				
63010	 dyd 	dydn	見る				
64004	 dyd 	dydn	見る				
64005	 dyd 	dydn	見る				
64014	 dyd 	dydn	見る				
67006	 dyd 	dydn	見る				
67008	 dyd 	dydn	見る				
67028	 dyd 	dydn	見る				
50067	 dydm 	dydn	見る				
63024	 dydm 	dydn	見る				
63025	 dydm 	dydn	見る				
63028	 dydm 	dydn	見る				
39009	 dydn 	dydn	見る				
39011	 dydn 	dydn	見る				
32007	 dydn 	dydn	見る				
34029	 dydn 	dydn	見る				
36046	 dydn 	dydn	見る				
37024	 dydn 	dydn	見る				
37025	 dydn 	dydn	見る				
37026	 dydn 	dydn	見る				
37050	 dydn 	dydn	見る				
45039	 dydn 	dydn	見る				
46068	 dydn 	dydn	見る				
47018	 dydn 	dydn	見る				
57043	 dydn 	dydn	見る				
57047	 dydn 	dydn	見る				
59024	 dydn 	dydn	見る				
37034	 dyde 	dydn	見る				
37035	 dyde 	dydn	見る				
37035	 dyde 	dydn	見る				
32038	 dydy 	dydn	見る				
59043	 dydy 	dydn	見る				
59077	 dydy 	dydn	見る				
32017	 dydyd 	dydn	見る				
32055	 dydym 	dydn	見る				
32058	 dydym 	dydn	見る				
38019	 mybynn 	dydn	見る				
38011	 mybynn 	dydn	見る				
47040	 mybynn 	dydn	見る				
50012	 mybynn 	dydn	見る				
50028	 mybynn 	dydn	見る				
53004	 mybynn 	dydn	見る				
53005	 mybynn 	dydn	見る				
53083	 mybynn 	dydn	見る				
53105	 mybynn 	dydn	見る				
43015	 mybynnd 	dydn	見る				
31024	 mybyne 	dydn	見る				
31041	 mybyne 	dydn	見る				
31042	 mybyne 	dydn	見る				
38008	 mybyne 	dydn	見る				
40030	 mybyne 	dydn	見る				
40035	 mybyne 	dydn	見る				
42008	 mybyne 	dydn	見る				
42009	 mybyne 	dydn	見る				
43001	 mybyne 	dydn	見る				
44007	 mybyne 	dydn	見る				
44009	 mybyne 	dydn	見る				
44017	 mybyne 	dydn	見る				
44035	 mybyne 	dydn	見る				
44072	 mybyne 	dydn	見る				
47007	 mybyne 	dydn	見る				
47023	 mybyne 	dydn	見る				
47030	 mybyne 	dydn	見る				
47032	 mybyne 	dydn	見る				
47046	 mybyne 	dydn	見る				
50018	 mybyne 	dydn	見る				
50020	 mybyne 	dydn	見る				
50037	 mybyne 	dydn	見る				
50039	 mybyne 	dydn	見る				
50040	 mybyne 	dydn	見る				
50041	 mybyne 	dydn	見る				
50042	 mybyne 	dydn	見る				
50044	 mybyne 	dydn	見る				
50046	 mybyne 	dydn	見る				
50069	 mybyne 	dydn	見る				
53009	 mybyne 	dydn	見る				
53011	 mybyne 	dydn	見る				
53012	 mybyne 	dydn	見る				
53025	 mybyne 	dydn	見る				
53046	 mybyne 	dydn	見る				
53061	 mybyne 	dydn	見る				
53090	 mybyne 	dydn	見る				
62028	 mybyne 	dydn	見る				
33006	 mybyne 	dydn	見る				
45019	 mybyny 	dydn	見る				
45022	 mybyny 	dydn	見る				
53011	 mybyny 	dydn	見る				
36005	 mydydn 	dydn	見る				
45017	 mydyde 	dydn	見る				
47003	 myne 	dydn	見る				
53004	 ndydy 	dydn	見る				
48028	 ngr 	ngrystn	見る				
47023	 nẓr 	nẓr	見ること				
67006	 nẓr 	nẓr	見ること				
41039	 nga 	ngae	見ること				
36023	 ngae 	ngae	見ること				
36040	 ngae 	ngae	見ること				
37024	 ngae 	ngae	見ること				
37025	 ngae 	ngae	見ること				
44035	 ngae 	ngae	見ること				
53070	 ngae 	ngae	見ること				
31042	 ngae 	ngae	見ること				
32014	 ngae 	ngae	見ること				
37014	 ngae 	ngae	見ること				
41039	 ngae 	ngae	見ること				
51015	 ngae 	ngae	見ること				
57015	 ngae 	ngae	見ること				
58051	 ngae 	ngae	見ること				
59019	 ngae 	ngae	見ること				
38004	 nge 	ngae	見ること				
39022	 nge 	ngae	見ること				
59044	 nge 	ngae	見ること				
41006	 lħaẓ 	lħaẓ	見地				
43015	 lħaẓ 	lħaẓ	見地				
41053	 tmaša 	tmaša	見物				
59049	 tmaša 	tmaša	見物				
59047	 tmašay 	tmaša	見物				
36026	 aşla 	aşla	元来				
46030	 aşla 	aşla	元来				
62003	 aşla 	aşla	元来				
62034	 aşla 	aşla	元来				
40035	 ba'ç 	ba'ç	原因				
59049	 ħaly 	ħaly	現在				
50064	 bdwne 	daštn	現在進行形				
63014	 dar 	daštn	現在進行形				
36040	 dard 	daštn	現在進行形				
54014	 darm 	daštn	現在進行形				
58016	 darm 	daštn	現在進行形				
53117	 darn 	daštn	現在進行形				
59038	 darn 	daštn	現在進行形				
59038	 darn 	daštn	現在進行形				
59063	 darn 	daštn	現在進行形				
32013	 dare 	daštn	現在進行形				
45005	 dare 	daštn	現在進行形				
50037	 dare 	daštn	現在進行形				
53028	 dare 	daštn	現在進行形				
53120	 dare 	daštn	現在進行形				
57012	 dare 	daštn	現在進行形				
59080	 dare 	daštn	現在進行形				
37018	 dary 	daštn	現在進行形				
54018	 darym 	daštn	現在進行形				
54018	 darym 	daštn	現在進行形				
43003	 dašt 	daštn	現在進行形				
45004	 dašt 	daštn	現在進行形				
45026	 dašt 	daštn	現在進行形				
45029	 dašt 	daštn	現在進行形				
50054	 dašt 	daštn	現在進行形				
53120	 dašt 	daštn	現在進行形				
58012	 dašt 	daštn	現在進行形				
58012	 dašt 	daštn	現在進行形				
58043	 dašt 	daštn	現在進行形				
58043	 dašt 	daštn	現在進行形				
58047	 dašt 	daštn	現在進行形				
59015	 dašt 	daštn	現在進行形				
59038	 dašt 	daštn	現在進行形				
59047	 dašt 	daštn	現在進行形				
59061	 dašt 	daštn	現在進行形				
69003	 dašt 	daštn	現在進行形				
59043	 daštm 	daštn	現在進行形				
45026	 daštn 	daštn	現在進行形				
58023	 daštn 	daštn	現在進行形				
59023	 daštn 	daštn	現在進行形				
59039	 daštn 	daštn	現在進行形				
71002	 daštn 	daštn	現在進行形				
58012	 daštnd 	daštn	現在進行形				
58023	 daštnd 	daštn	現在進行形				
58031	 daštnd 	daštn	現在進行形				
58050	 daštnd 	daštn	現在進行形				
53007	 dašte 	daštn	現在進行形				
53090	 dašte 	daštn	現在進行形				
55005	 dašte 	daštn	現在進行形				
55005	 dašte 	daštn	現在進行形				
59054	 mydary 	daštn	現在進行形				
57045	 ndare 	daštn	現在進行形				
49025	 aşrar 	aşrar	言い張ること				
46030	 bgm 	gftn	言う				
50079	 bgm 	gftn	言う				
59055	 bgm 	gftn	言う				
59057	 bgm 	gftn	言う				
66007	 bgm 	gftn	言う				
66018	 bgm 	gftn	言う				
36015	 bgn 	gftn	言う				
50031	 bgn 	gftn	言う				
36025	 bge 	gftn	言う				
36025	 bge 	gftn	言う				
36026	 bge 	gftn	言う				
40007	 bge 	gftn	言う				
44053	 bge 	gftn	言う				
50059	 bge 	gftn	言う				
59040	 bge 	gftn	言う				
33020	 bge 	gftn	言う				
45022	 bgw 	gftn	言う				
46029	 bgw 	gftn	言う				
47020	 bgw 	gftn	言う				
53121	 bgw 	gftn	言う				
57028	 bgw 	gftn	言う				
58020	 bgw 	gftn	言う				
58027	 bgw 	gftn	言う				
59011	 bgw 	gftn	言う				
59043	 bgw 	gftn	言う				
59043	 bgw 	gftn	言う				
59058	 bgw 	gftn	言う				
61007	 bgw 	gftn	言う				
61013	 bgw 	gftn	言う				
62015	 bgw 	gftn	言う				
62025	 bgw 	gftn	言う				
66019	 bgw 	gftn	言う				
50036	 bgy 	gftn	言う				
58034	 bgy 	gftn	言う				
59033	 bgy 	gftn	言う				
63017	 bgy 	gftn	言う				
44087	 bgyn 	gftn	言う				
46013	 g 	gftn	言う				
70004	 g 	gftn	言う				
70006	 g 	gftn	言う				
35005	 gf 	gftn	言う				
35007	 gf 	gftn	言う				
35012	 gf 	gftn	言う				
35015	 gf 	gftn	言う				
35018	 gf 	gftn	言う				
35019	 gf 	gftn	言う				
35023	 gf 	gftn	言う				
37019	 gf 	gftn	言う				
37020	 gf 	gftn	言う				
37035	 gf 	gftn	言う				
37039	 gf 	gftn	言う				
37040	 gf 	gftn	言う				
37041	 gf 	gftn	言う				
37042	 gf 	gftn	言う				
41011	 gf 	gftn	言う				
41021	 gf 	gftn	言う				
41028	 gf 	gftn	言う				
41040	 gf 	gftn	言う				
41041	 gf 	gftn	言う				
41053	 gf 	gftn	言う				
45021	 gf 	gftn	言う				
46005	 gf 	gftn	言う				
46007	 gf 	gftn	言う				
46015	 gf 	gftn	言う				
46015	 gf 	gftn	言う				
46017	 gf 	gftn	言う				
46019	 gf 	gftn	言う				
46020	 gf 	gftn	言う				
46021	 gf 	gftn	言う				
46022	 gf 	gftn	言う				
46026	 gf 	gftn	言う				
46027	 gf 	gftn	言う				
46029	 gf 	gftn	言う				
46030	 gf 	gftn	言う				
46032	 gf 	gftn	言う				
46034	 gf 	gftn	言う				
46036	 gf 	gftn	言う				
46042	 gf 	gftn	言う				
46043	 gf 	gftn	言う				
46044	 gf 	gftn	言う				
46049	 gf 	gftn	言う				
46050	 gf 	gftn	言う				
46051	 gf 	gftn	言う				
46052	 gf 	gftn	言う				
46053	 gf 	gftn	言う				
46054	 gf 	gftn	言う				
46056	 gf 	gftn	言う				
46058	 gf 	gftn	言う				
46060	 gf 	gftn	言う				
46062	 gf 	gftn	言う				
46063	 gf 	gftn	言う				
46064	 gf 	gftn	言う				
46069	 gf 	gftn	言う				
46073	 gf 	gftn	言う				
48012	 gf 	gftn	言う				
48013	 gf 	gftn	言う				
48024	 gf 	gftn	言う				
48025	 gf 	gftn	言う				
50065	 gf 	gftn	言う				
50066	 gf 	gftn	言う				
50067	 gf 	gftn	言う				
53107	 gf 	gftn	言う				
54004	 gf 	gftn	言う				
54014	 gf 	gftn	言う				
57004	 gf 	gftn	言う				
57006	 gf 	gftn	言う				
57010	 gf 	gftn	言う				
57011	 gf 	gftn	言う				
57020	 gf 	gftn	言う				
57027	 gf 	gftn	言う				
57028	 gf 	gftn	言う				
57030	 gf 	gftn	言う				
57031	 gf 	gftn	言う				
57033	 gf 	gftn	言う				
57034	 gf 	gftn	言う				
57034	 gf 	gftn	言う				
57035	 gf 	gftn	言う				
57036	 gf 	gftn	言う				
57040	 gf 	gftn	言う				
57044	 gf 	gftn	言う				
59008	 gf 	gftn	言う				
59009	 gf 	gftn	言う				
59011	 gf 	gftn	言う				
59028	 gf 	gftn	言う				
59036	 gf 	gftn	言う				
59036	 gf 	gftn	言う				
59040	 gf 	gftn	言う				
59043	 gf 	gftn	言う				
59043	 gf 	gftn	言う				
59045	 gf 	gftn	言う				
59051	 gf 	gftn	言う				
59052	 gf 	gftn	言う				
59064	 gf 	gftn	言う				
59072	 gf 	gftn	言う				
59078	 gf 	gftn	言う				
66026	 gf 	gftn	言う				
70003	 gf 	gftn	言う				
70005	 gf 	gftn	言う				
33009	 gf 	gftn	言う				
31007	 gft 	gftn	言う				
31008	 gft 	gftn	言う				
31011	 gft 	gftn	言う				
31013	 gft 	gftn	言う				
31013	 gft 	gftn	言う				
32004	 gft 	gftn	言う				
32005	 gft 	gftn	言う				
32009	 gft 	gftn	言う				
32015	 gft 	gftn	言う				
32018	 gft 	gftn	言う				
32022	 gft 	gftn	言う				
32023	 gft 	gftn	言う				
32025	 gft 	gftn	言う				
32027	 gft 	gftn	言う				
32028	 gft 	gftn	言う				
32032	 gft 	gftn	言う				
32033	 gft 	gftn	言う				
32035	 gft 	gftn	言う				
32035	 gft 	gftn	言う				
32037	 gft 	gftn	言う				
32038	 gft 	gftn	言う				
32041	 gft 	gftn	言う				
32042	 gft 	gftn	言う				
32044	 gft 	gftn	言う				
32045	 gft 	gftn	言う				
32046	 gft 	gftn	言う				
32048	 gft 	gftn	言う				
32050	 gft 	gftn	言う				
32052	 gft 	gftn	言う				
32060	 gft 	gftn	言う				
32063	 gft 	gftn	言う				
34029	 gft 	gftn	言う				
34042	 gft 	gftn	言う				
34044	 gft 	gftn	言う				
34045	 gft 	gftn	言う				
34046	 gft 	gftn	言う				
34047	 gft 	gftn	言う				
34049	 gft 	gftn	言う				
34051	 gft 	gftn	言う				
35008	 gft 	gftn	言う				
35009	 gft 	gftn	言う				
35022	 gft 	gftn	言う				
36017	 gft 	gftn	言う				
36018	 gft 	gftn	言う				
36022	 gft 	gftn	言う				
36025	 gft 	gftn	言う				
36028	 gft 	gftn	言う				
37033	 gft 	gftn	言う				
39006	 gft 	gftn	言う				
39013	 gft 	gftn	言う				
39016	 gft 	gftn	言う				
41003	 gft 	gftn	言う				
41014	 gft 	gftn	言う				
41033	 gft 	gftn	言う				
45006	 gft 	gftn	言う				
45009	 gft 	gftn	言う				
45009	 gft 	gftn	言う				
45010	 gft 	gftn	言う				
45011	 gft 	gftn	言う				
45012	 gft 	gftn	言う				
45013	 gft 	gftn	言う				
45014	 gft 	gftn	言う				
45018	 gft 	gftn	言う				
45020	 gft 	gftn	言う				
45025	 gft 	gftn	言う				
45029	 gft 	gftn	言う				
45036	 gft 	gftn	言う				
45039	 gft 	gftn	言う				
46045	 gft 	gftn	言う				
