27055	anša°lle	alea°	おお神よ！				
23017	teye	teye	準備				
12013	tw	tw	お前				
15020	tw	tw	お前				
15026	tw	tw	お前				
13050	tw	tw	お前				
15025	tw	tw	お前				
12015	tw	tw	お前				
13010	tw	tw	お前				
16018	tw	tw	お前				
16028	tw	tw	お前				
16056	tw	tw	お前				
17024	tw	tw	お前				
17036	tw	tw	お前				
18029	tw	tw	お前				
18047	tw	tw	お前				
18054	tw	tw	お前				
16018	tw	tw	お前				
16018	tw	tw	お前				
16036	tw	tw	お前				
16055	tw	tw	お前				
18006	tw	tw	お前				
18027	tw	tw	お前				
18036	tw	tw	お前				
18045	tw	tw	お前				
18052	tw	tw	お前				
18057	tw	tw	お前				
18058	tw	tw	お前				
20011	tw	tw	お前				
16045	tw	tw	お前				
18051	tw	tw	お前				
18055	tw	tw	お前				
18056	tw	tw	お前				
18069	tw	tw	お前				
22123	tw	tw	お前				
22124	tw	tw	お前				
22151	tw	tw	お前				
22019	tw	tw	お前				
22038	tw	tw	お前				
22093	tw	tw	お前				
22147	tw	tw	お前				
22147	tw	tw	お前				
22082	tw	tw	お前				
22093	tw	tw	お前				
22117	tw	tw	お前				
22155	tw	tw	お前				
22155	tw	tw	お前				
22082	tw	tw	お前				
23046	tw	tw	お前				
24006	tw	tw	お前				
25004	tw	tw	お前				
25031	tw	tw	お前				
26010	tw	tw	お前				
26011	tw	tw	お前				
26011	tw	tw	お前				
25046	tw	tw	お前				
26017	tw	tw	お前				
26023	tw	tw	お前				
26011	t	tw	お前				
27030	tw	tw	お前				
28079	tw	tw	お前				
27030	tw	tw	お前				
27047	tw	tw	お前				
28034	tw	tw	お前				
28078	tw	tw	お前				
28100	tw	tw	お前				
27029	tw	tw	お前				
27047	tw	tw	お前				
29012	tw	tw	お前				
29019	tw	tw	お前				
29021	tw	tw	お前				
29029	tw	tw	お前				
29033	tw	tw	お前				
29054	tw	tw	お前				
29055	tw	tw	お前				
29064	tw	tw	お前				
30003	tw	tw	お前				
29054	tw	tw	お前				
29033	tw	tw	お前				
29041	tw	tw	お前				
20007	brat	tw	お前	bray	・・・のために		
22029	brat	tw	お前	bray	・・・のために		
29031	brat	tw	お前	bray	・・・のために		
17033	bet	tw	お前	be	・・・に		
22019	bet	tw	お前	be	・・・に		
22021	bet	tw	お前	be	・・・に		
22044	bet	tw	お前	be	・・・に		
22156	bet	tw	お前	be	・・・に		
22067	bet	tw	お前	be	・・・に		
22125	bet	tw	お前	be	・・・に		
22095	bet	tw	お前	be	・・・に		
21014	awlt	tw	お前	awl	第一に		
21015	dwmt	tw	お前	dwm	第二の		
21016	swmt	tw	お前	swm	第三の		
23054	daqt	tw	お前	daq	焼き印		
16019	'aydt	tw	お前	'ayd	帰る		
19006	ŕwzt	tw	お前	ŕwz	（背の）こぶ		
20015	ŕwzt	tw	お前	ŕwz	（背の）こぶ		
16015	asmt	tw	お前	asm	名前		
18059	amrt	tw	お前	amr	命令		
28104	bčt	tw	お前	bče	子供		
18045	bxtt	tw	お前	bxt	運		
18051	bxtt	tw	お前	bxt	運		
18058	bxtt	tw	お前	bxt	運		
18068	bxtt	tw	お前	bxt	運		
18043	bxtt	tw	お前	bxt	運		
18008	bxtt	tw	お前	bxt	運		
20033	brnamt	tw	お前	brname	番組		
18054	pat	tw	お前	pa	足		
13041	pdrt	tw	お前	pdr	父		
16028	tnt	tw	お前	tn	体		
15050	jwnt	tw	お前	jan	魂		
29023	jryant	tw	お前	jryan	流れ		
20033	jryant	tw	お前	jryan	流れ		
25045	čšmate	tw	お前	čšm	目		
26019	ħajtt	tw	お前	ħajt	必要		
26011	ħajtt	tw	お前	ħajt	必要		
22029	xaţrt	tw	お前	xaţr	記憶		
15040	xwdtw	tw	お前	xwd	自身		
18046	xwdt	tw	お前	xwd	自身		
18055	xwdt	tw	お前	xwd	自身		
18061	xwdt	tw	お前	xwd	自身		
18062	xwdt	tw	お前	xwd	自身		
18055	xwdt	tw	お前	xwd	自身		
13051	dwmadt	tw	お前	damad	新郎		
13051	dwmadt	tw	お前	damad	新郎		
28029	damnt	tw	お前	damn	スカート		
28028	damnt	tw	お前	damn	スカート		
28018	damntw	tw	お前	damn	スカート		
13050	dxtrt	tw	お前	dxtr	娘		
29011	drdt	tw	お前	drd	痛み		
22112	znt	tw	お前	zn	妻		
22147	znt	tw	お前	zn	妻		
22056	znt	tw	お前	zn	妻		
22074	znt	tw	お前	zn	妻		
22101	znt	tw	お前	zn	妻		
26017	znt	tw	お前	zn	妻		
26023	znt	tw	お前	zn	妻		
12020	zndgyt	tw	お前	zndgy	生活		
16030	sast	tw	お前	sas	南京虫		
16031	sast	tw	お前	sas	南京虫		
15045	srtw	tw	お前	sr	頭		
17022	šwert	tw	お前	šwer	夫		
18045	ŕšwt	tw	お前	ŕšw	馬ぐし		
29011	kart	tw	お前	kar	仕事		
19007	kmrt	tw	お前	kmr	腰		
22028	yadt	tw	お前	yad	記憶		
13011	bdmt	tw	お前	dadn	与える		
15030	twre	twbre	かいば袋				
15031	twre	twbre	かいば袋				
15032	twbre	twbre	かいば袋				
22011	twr	twr	網				
22037	twry	twr	網				
22014	twr	twr	網				
21011	twźyħ	twźyħ	説明				
13025	tyr	tyr	矢				
15035	tyr	tyr	矢				
15050	çrwt	çrwt	富				
13012	jayy	ja	場所				
11021	jayy	ja	場所				
13005	ja´y	ja	場所				
13025	jayy	ja	場所				
13029	ja	ja	場所				
15032	ja	ja	場所				
13025	jayy	ja	場所				
15019	ja	ja	場所				
16044	ja´y	ja	場所				
16044	jayy	ja	場所				
17011	ja	ja	場所				
17014	ja	ja	場所				
18003	ja	ja	場所				
18037	ja	ja	場所				
18057	ja	ja	場所				
17027	jay	ja	場所				
18049	ja	ja	場所				
18064	ja	ja	場所				
20011	jayy	ja	場所				
20037	jay	ja	場所				
22021	jayy	ja	場所				
22056	ja	ja	場所				
25021	ja	ja	場所				
28107	ja	ja	場所				
29007	jayy	ja	場所				
29007	jayy	ja	場所				
29070	ja	ja	場所				
29058	jayy	ja	場所				
21075	bjay	ja	場所	be	・・・に		
25023	aynjw	ja	場所	ayn	この		
14006	jay	ja	場所				
14006	jay	ja	場所				
21018	jar	jar	叫び声				
21019	jarčy	jarčy	布告者				
21027	jarčy	jarčy	布告者				
21033	jarčy	jarčy	布告者				
21018	jarčy	jarčy	布告者				
21026	jarčy	jarčy	布告者				
15014	jarw	jarw	ほうき				
15048	jwn	jan	魂				
15019	jwn	jan	ちゃん				
23045	jwn	jan	ちゃん				
18035	jwn	jan	魂				
21041	jan	jan	魂				
21042	bjay	jay	場所	be	・・・に		
21051	bjay	jay	場所	be	・・・に		
21074	jayze	jayze	賞				
23019	jryan	jryan	流れ				
27042	jryan	jryan	流れ				
29009	jryan	jryan	流れ				
13048	jrywn	jryan	流れ				
13047	jrywn	jryan	流れ				
16044	jryanat	jryan	流れ				
17021	jryan	jryan	流れ				
20036	jryan	jryan	流れ				
17035	jryan	jryan	流れ				
20019	jryan	jryan	流れ				
18035	jsty	jst	跳躍				
17009	jstjw	jstjw	捜索				
21039	jlad	jlad	死刑執行人				
21042	jlad	jlad	死刑執行人				
21072	jlad	jlad	死刑執行人				
21037	jlad	jlad	死刑執行人				
21071	jlad	jlad	死刑執行人				
21074	jlad	jlad	死刑執行人				
21041	jlad	jlad	死刑執行人				
21069	jlad	jlad	死刑執行人				
13021	jm'	jm'	集合				
13021	jm'	jm'	集合				
17010	jm'	jm'	集合				
21020	jm'	jm'	集合				
21027	jm'	jm'	集合				
21033	jm'	jm'	集合				
21054	jm'	jm'	集合				
22029	jm'	jm'	集合				
21043	jm'	jm'	集合				
24014	jm'	jm'	集合				
25004	jm'	jm'	集合				
25008	jm'	jm'	集合				
25014	jm'	jm'	集合				
25017	jm'	jm'	集合				
25013	jm'	jm'	集合				
28017	jm'	jm'	集合				
28070	jm'	jm'	集合				
28084	jm'	jm'	集合				
28070	jm'yt	jm'yt	人口				
28077	jm'yt	jm'yt	人口				
20006	jn ea´y	jn	魔神				
19001	jn	jn	魔神				
19002	jn	jn	魔神				
19005	jn	jn	魔神				
20003	ajne	jn	魔神				
20003	jn	jn	魔神				
20027	jn	jn	魔神				
20030	jna	jn	魔神				
20026	jn	jn	魔神				
13035	jnaŕ	jnaq	胸骨				
17019	jngl	jngl	森				
17048	jngl	jngl	森				
17018	jngly	jngl	森				
21043	jngl	jngl	森				
21055	jngl	jngl	森				
21039	jngl	jngl	森				
21043	jngl	jngl	森				
21037	jngl	jngl	森				
29016	jngl	jngl	森				
29016	jngl	jngl	森				
13025	jnglbany	jnglban	森林官				
22154	jwaby	jwab	答え				
21035	jwab	jwab	答え				
22145	jwaby	jwab	答え				
21023	jwab	jwab	答え				
21030	jwab	jwab	答え				
27045	jwab	jwab	答え				
15027	jyr	jyr	スエード皮				
29020	čadr	čadr	チャードル				
13029	čadr	čadr	天幕				
13029	čadr	čadr	天幕				
13029	čadr	čadr	天幕				
22005	čadry	čadr	天幕				
22044	čadr	čadr	天幕				
22093	čadr	čadr	天幕				
22147	čadry	čadr	天幕				
22007	čadry	čadr	天幕				
22030	čadry	čadr	天幕				
22155	čadr	čadr	天幕				
13036	čar	čar	治療				
24012	čare	čare	治療				
18029	čare ay	čare	治療				
21012	čare jw´y	čarejw´y	治療（救済）を求めること				
24014	čal	čal	穴				
24015	čal	čal	穴				
11010	čae	čae	井戸				
11010	čae	čae	井戸				
11011	čae	čae	井戸				
11011	čae	čae	井戸				
26007	čae	čae	井戸				
26007	čaey	čae	井戸				
26009	čaey	čae	井戸				
26014	čae	čae	井戸				
28024	čpŕ	čpŕ	(水タバコ用)長いパイプ				
28024	čpŕ	čpŕ	(水タバコ用)長いパイプ				
28031	čxmaŕ	čxmaŕ	火打ち石				
28024	čxmaŕ	čxmaŕ	火打ち石				
16008	čra	čra	放牧				
28045	čraq	čraq	ランプ				
28046	čraq	čraq	ランプ				
28037	čraq	čraq	ランプ				
28038	čraq	čraq	ランプ				
28064	čraq	čraq	ランプ				
28034	čraq	čraq	ランプ				
28058	čraq	čraq	ランプ				
16008	čragae	čragae	牧草地				
13063	čsb	čsb	糊				
13036	čšm	čšm	目				
28057	čšm	čšm	目				
28020	čšme ay	čšme	泉				
29018	čšme	čšme	泉				
23044	čkše	čkš	槌				
23045	čkš	čkš	槌				
23051	čkš	čkš	槌				
18005	čmaŕy	čmaŕ	棍棒				
18033	čmaŕy	čmaŕ	棍棒				
18022	čnar	čnar	すずかけの木				
18050	čnar	čnar	すずかけの木				
18055	čnar	čnar	すずかけの木				
18019	čnary	čnar	すずかけの木				
18051	čnar	čnar	すずかけの木				
18038	čnar	čnar	すずかけの木				
14012	čwb	čwb	木材				
25008	čwb	čwb	木材				
13020	čyk	čyz	もの				
17036	čyzy	čyz	もの				
16019	čyz	čyz	もの				
17032	čyzy	čyz	もの				
22032	čyzy	čyz	もの				
22033	čyzy	čyz	もの				
22031	čyzy	čyz	もの				
22031	čyzy	čyz	もの				
22087	čyzeayy	čyz	もの				
22103	čyzy	čyz	もの				
22045	čyzayy	čyz	もの				
22057	čyzy	čyz	もの				
22053	čyz	čyz	もの				
22089	čyzeayy	čyz	もの				
22090	čyzayy	čyz	もの				
22150	čyz	čyz	もの				
23044	čyz	čyz	もの				
26011	čyzy	čyz	もの				
27027	čyz	čyz	もの				
27046	čyz	čyz	もの				
27023	čyzy	čyz	もの				
27023	čyz	čyz	もの				
27050	čyzy	čyz	もの				
29001	čyz	čyz	もの				
22115	čyzy	čyz	もの				
22117	čyzy	čyz	もの				
22116	čyz	čyz	もの				
26020	čyz	čyz	もの				
28033	čyz	čyz	もの				
28004	čyz	čyz	もの				
28015	čyzy	čyz	もの				
25022	čyn	čyn	中国				
25038	čyn	čyn	中国				
25044	čyn	čyn	中国				
25029	čyn	čyn	しわ				
25025	čyn	čyn	しわ				
25031	čyn	čyn	しわ				
25035	čyn	čyn	しわ;				
13018	ħajy	ħaj	メッカ巡礼者				
25042	ħaj	ħaj	メッカ巡礼者				
28044	ħajye	ħajy	メッカ巡礼者				
28064	ħajye	ħajy	メッカ巡礼者				
28070	ħajy	ħajy	メッカ巡礼者				
28072	ħajy	ħajy	メッカ巡礼者				
28093	ħajy	ħajy	メッカ巡礼者				
28096	ħajy	ħajy	メッカ巡礼者				
28096	ħajy	ħajy	メッカ巡礼者				
28097	ħajy	ħajy	メッカ巡礼者				
28041	ħajy	ħajy	メッカ巡礼者				
28042	ħajy	ħajy	メッカ巡礼者				
28070	ħajy	ħajy	メッカ巡礼者				
28106	ħajy	ħajy	メッカ巡礼者				
28108	ħajy	ħajy	メッカ巡礼者				
28068	ħajy	ħajy	メッカ巡礼者				
28069	ħajye	ħajy	メッカ巡礼者				
28070	ħajy	ħajy	メッカ巡礼者				
28066	srxajy	ħajy	メッカ巡礼者	sr	頭		
17026	ħal	ħal	状態				
27053	ħal	ħal	状態				
28094	ħal	ħal	状態				
12018	ħal	ħal	状態				
17018	ħalat	ħalt	状態				
29026	ħdwd	ħdwd	限界				
22018	ħrf	ħrf	言葉				
22066	ħrfye	ħrf	言葉				
22123	ħrfw	ħrf	言葉				
22124	ħrf	ħrf	言葉				
22126	ħrf	ħrf	言葉				
22022	ħrf	ħrf	言葉				
22022	ħrf	ħrf	言葉				
22023	ħrf	ħrf	言葉				
22096	ħrf	ħrf	言葉				
22125	ħrfy	ħrf	言葉				
22144	ħrf	ħrf	言葉				
21036	ħrf	ħrf	言葉				
22082	ħrf	ħrf	言葉				
22093	ħrfa	ħrf	言葉				
22113	ħrfa	ħrf	言葉				
22122	ħrfa	ħrf	言葉				
26019	ħrf	ħrf	言葉				
11005	ħryf	ħryf	敵手				
11008	ħryf	ħryf	敵手				
13024	ħsab	ħsab	考慮				
14010	ħsab	ħsab	考慮				
14011	ħsab	ħsab	考慮				
24004	ħsadt	ħsadt	嫉妬				
17033	ħŕyŕt	ħŕyŕt	真実				
23037	ħkm	ħkm	命令				
21013	ħkmt	ħkmt	知恵				
29014	ħl	ħl	免除				
29011	ħl	ħl	免除				
29068	ħl	ħl	免除				
29069	ħl	ħl	免除				
19002	ħmam	ħmam	風呂				
19011	ħmam	ħmam	風呂				
20002	ħmwm	ħmam	風呂				
20003	ħmwm	ħmam	風呂				
20018	ħmwm	ħmam	風呂				
20026	ħmwm	ħmam	風呂				
19001	ħmam ea	ħmam	風呂				
19008	ħmam	ħmam	風呂				
20003	ħmwm	ħmam	風呂				
20012	ħmam	ħmam	風呂				
20005	ħmwm	ħmam	風呂				
20027	ħmwm	ħmam	風呂				
16044	ħmwm	ħmam	風呂				
25010	ħmam	ħmam	風呂				
25011	ħmam	ħmam	風呂				
28075	ħmwm	ħmam	風呂				
28076	ħmwm	ħmam	風呂				
28076	ħmwm	ħmam	風呂				
28077	ħmwm	ħmam	風呂				
23026	ħmam	ħmam3	風呂				
23033	ħmam	ħmam3	風呂;				
23030	ħmamy	ħmamy	風呂屋				
23046	ħmamy	ħmamy	風呂屋				
23027	ħmamy	ħmamy	風呂屋				
23035	ħmamy	ħmamy	風呂屋				
23036	ħmamy	ħmamy	風呂屋				
23037	ħmamy	ħmamy	風呂屋				
23042	ħmamy	ħmamy	風呂屋				
23042	ħmamy	ħmamy	風呂屋				
23045	ħmamy	ħmamy	風呂屋				
23037	ħmamy	ħmamy	風呂屋				
17029	ħyn	ħyn	時				
17041	ħyn	ħyn	時				
28002	xar	xar	とげ				
28065	bxary	xar	とげ	be	・・・に		
26001	xarkn	xarkn	とげのある木を掘り起して売る人				
28001	xarkny	xarkn	とげのある木を掘り起して売る人				
28001	xarkn	xarkn	とげのある木を掘り起して売る人				
28001	xarkny	xarkn	とげのある木を掘り起して売る人				
28069	xarkne	xarkn	とげのある木を掘り起して売る人				
28068	xar kn	xarkn	とげのある木を掘り起して売る人				
28043	xarkn	xarkn	とげのある木を掘り起して売る人				
28041	xarkn	xarkn	とげのある木を掘り起して売る人				
12006	xaţr	xaţr	記憶				
12009	xaţr	xaţr	記憶				
24010	xaţr	xaţr	記憶				
28084	xaţr	xaţr	記憶				
17009	xaţr	xaţr	記憶				
17036	xaţr	xaţr	記憶				
19005	xaţr	xaţr	記憶				
23032	xaţr	xaţr	記憶				
13065	xak	xak	土				
30031	xak	xak	土				
30022	xale	xal	母方のおじ				
22111	xanmšw	xanm	婦人				
25042	xanm	xanm	婦人				
29007	xanm	xanm	婦人				
29007	xanm	xanm	婦人				
29007	xanm	xanm	婦人				
29007	xanm	xanm	婦人				
29011	xanm	xanm	婦人				
29036	xanm	xanm	婦人				
22030	xwne	xane	家				
22044	xwne	xane	家				
21046	xane	xane	家				
21058	xane	xane	家				
21060	xane	xane	家				
22058	xwne	xane	家				
22077	xwne	xane	家				
22079	xwne	xane	家				
22083	xwne	xane	家				
22043	xwne	xane	家				
22054	xwne	xane	家				
22056	xwne	xane	家				
22064	xwne	xane	家				
22066	xwne	xane	家				
22074	x=wne	xane	家				
22085	xwne	xane	家				
22073	xwne	xane	家				
27046	xwne	xane	家				
27015	xwne	xane	家				
27009	xwne	xane	家				
29006	xwne	xane	家				
29010	xwne	xane	家				
29037	xwne	xane	家				
29037	xwne	xane	家				
29039	xwne	xane	家				
29049	xwne	xane	家				
29050	xwne	xane	家				
29024	xwne	xane	家				
29025	xwne	xane	家				
29042	xwne	xane	家				
15042	xwne	xane	家				
12009	xwne	xane	家				
15051	xwne	xane	家				
12003	xwne ay	xane	家				
12004	xwne	xane	家				
12010	xwne	xane	家				
12010	xwne	xane	家				
16005	xwne	xane	家				
22113	xwne	xane	家				
22156	xwne dar	xane	家				
22154	xwne	xane	家				
22158	xwne	xane	家				
23033	xwne	xane	家				
23038	xwne	xane	家				
24007	xwne	xane	家				
23042	xwne	xane	家				
25009	xwne	xane	家				
26016	xwne	xane	家				
26017	xwne	xane	家				
26020	xwne	xane	家				
26009	xwne	xane	家				
26014	xwne	xane	家				
28073	xwne	xane	家				
28081	xwne	xane	家				
28005	xwne	xane	家				
30020	xwne	xane	家				
30022	xwne	xane	家				
30028	xwne	xane	家				
30005	xwne	xane	家				
30016	xwne	xane	家				
25010	xwne	xane	家;				
12017	xanwade	xanwade	家族				
17037	xbr	xbr	情報				
21026	xbr	xbr	情報				
27053	xbr	xbr	情報				
28106	xbr	xbr	情報				
15002	xda	xda	神				
12001	xda	xda	神				
14001	xda	xda	神				
18012	xda	xda	神				
18020	xda	xda	神				
22066	xda	xda	神				
22079	xda	xda	神				
22001	xda	xda	神				
22061	xda	xda	神				
25029	xda	xda	神				
25019	xda	xda	神				
25022	xda	xda	神				
25025	xda	xda	神				
25031	xda	xda	神				
25038	xda	xda	神				
25044	xda	xda	神				
26011	xda	xda	神				
26019	xda	xda	神				
27055	xda	xda	神				
28039	xda	xda	神				
28024	xda	xda	神				
28037	xda	xda	神				
28092	xda	xda	神				
29059	xda	xda	神				
29068	xda	xda	神				
29069	xda	xda	神				
25033	xda	xda	神;				
22148	xdawnd	xdawnd	神				
27009	xdawndgara	xdawndgar	神				
17005	xdmtkar	xdmtkar	召使い				
22044	xrabe	xrabe	廃墟				
22004	xrabe	xrabe	廃墟				
22005	xrabe	xrabe	廃墟				
22147	xrabe	xrabe	廃墟				
22155	xrabe	xrabe	廃墟				
26021	xrabe	xrabe	廃墟				
27039	xrbze	xrbze	メロン（ラグビー･ボール状の）				
29070	xrbze	xrbze	メロン（ラグビー･ボール状の）				
17004	xrbze	xrbze	メロン（ラグビー･ボール状の）				
17004	xrbze ea	xrbze	メロン（ラグビー･ボール状の）				
21005	xrbze ay	xrbze	メロン（ラグビー･ボール状の）				
21006	xrbze	xrbze	メロン（ラグビー･ボール状の）				
21007	xrbze	xrbze	メロン（ラグビー･ボール状の）				
21008	xrbze	xrbze	メロン（ラグビー･ボール状の）				
26026	xrbze	xrbze	メロン（ラグビー･ボール状の）				
26029	xrbze	xrbze	メロン（ラグビー･ボール状の）				
26034	xrbze	xrbze	メロン（ラグビー･ボール状の）				
26029	xrbze	xrbze	メロン（ラグビー･ボール状の）				
27045	xrbze	xrbze	メロン（ラグビー･ボール状の）				
29060	xrbze	xrbze	メロン（ラグビー･ボール状の）				
29048	xrbze	xrbze	メロン（ラグビー･ボール状の）				
29052	xrbze	xrbze	メロン（ラグビー･ボール状の）				
22006	xrj	xrj	費用				
13020	xwrjyn	xrjyn	くら袋				
13021	xwrjyn	xrjyn	くら袋				
23023	xrjyn	xrjyn	くら袋				
23031	xrjyn	xrjyn	くら袋				
26028	xrjyn	xrjyn	くら袋				
26028	xrjyn	xrjyn	くら袋				
27039	xrjyn	xrjyn	くら袋				
27046	xrjyn	xrjyn	くら袋				
27045	xrjyn	xrjyn	くら袋				
29048	xrjyn	xrjyn	くら袋				
29048	xrjyn	xrjyn	くら袋				
29060	xrjyn	xrjyn	くら袋				
29052	xrjyn	xrjyn	くら袋				
15020	xrma	xrma	なつめやし				
15023	xrma	xrma	なつめやし				
15020	xrma	xrma	なつめやし				
15022	xrma	xrma	なつめやし				
15023	xrma	xrma	なつめやし				
15039	xrma	xrma	なつめやし				
15019	xrmaee	xrma	なつめやし				
15024	xrma	xrma	なつめやし				
20035	xlaf	xlaf	矛盾				
11019	xnjr	xnjr	短刀				
20007	xwaste ay	xwast	意志				
11010	xwaere	xwaer	姉妹				
11007	xwaer	xwaer	姉妹				
11010	xwaere	xwaer	姉妹				
11003	xwaer	xwaer	姉妹				
11003	xwaer	xwaer	姉妹				
24012	xwaer	xwaer	姉妹				
24014	xwaer	xwaer	姉妹				
25029	xwaer	xwaer	姉妹				
25035	xwaer	xwaer	姉妹				
25047	xwaer	xwaer	姉妹				
25022	xwaer	xwaer	姉妹				
25025	xwaer	xwaer	姉妹				
25031	xwaer	xwaer	姉妹				
25038	xwaer	xwaer	姉妹				
25044	xwaer	xwaer	姉妹				
25047	xwaere	xwaer	姉妹				
30001	xwaer	xwaer	姉妹				
30008	xwaer	xwaer	姉妹				
30013	xwaer	xwaer	姉妹				
30016	xwaer	xwaer	姉妹				
30018	xwaer	xwaer	姉妹				
30018	xwaer	xwaer	姉妹				
11006	xwaerš	xwaer	姉妹	aw	三人称単数人称代名詞（彼、彼女）		
11022	xwaer	xwaer	姉妹				
11002	xwaer	xwaer	姉妹				
11012	xwaere	xwaer	姉妹				
21005	xwaeš	xwaeš	願い				
21045	xwaeš	xwaeš	願い				
23012	xwaeš	xwaeš	願い				
23025	xwaeš	xwaeš	願い				
12015	xwd	xwd	自身				
18045	xwd	xwd	自身				
21038	xwdš	xwd	自身				
21068	xwdš	xwd	自身				
26035	xwdš	xwd	自身				
28096	xwdš	xwd	自身				
28097	ħajy	xwd	自身				
27053	xwd	xwd	自身				
27028	xwd	xwd	自身				
28099	xwdš	xwd	自身				
23016	xwrak	xwrak	食物				
27007	xwrak	xwrak	食物				
22123	xwršyd	xwršyd	太陽				
22148	xwršyd	xwršyd	太陽				
22141	xwršyd	xwršyd	太陽				
22118	xwršyd	xwršyd	太陽				
18040	xwšħaly	xwšħaly	喜び				
23018	xwšmzgy	xwšmzgy	おいしさ				
21042	xwn	xwn	血				
21042	xwn	xwn	血				
21042	xwn	xwn	血				
27047	xwne	xwn	血				
27048	xwn	xwn	血				
30019	xwn	xwn	血				
16003	xyabwna	xyaban	大通り				
29033	xyabwn	xyaban	大通り				
25021	xyaţye	xyaţy	洋服仕立て				
25027	xyaţy	xyaţy	洋服仕立て				
25024	xyaţy	xyaţy	洋服仕立て				
25041	xyaţy	xyaţy	洋服仕立て;				
20029	xyal	xyal	考え				
22135	dad	dad	叫び				
22136	dad	dad	叫び				
25012	dadaše	dadaš	兄弟				
23036	dadgae	dadgae	裁判所				
16057	dastan	dastan	物語				
16057	dastan	dastan	物語				
22037	dastan	dastan	物語				
13063	daqya	daqy	熱さ				
23006	dam	dam	罠				
13019	dmat	damad	新郎				
13065	dwmad	damad	新郎				
13050	damady	damad	新郎				
13059	daeat	damad	新郎				
21075	damad	damad	新郎				
28034	damn	damn	スカート				
28019	damn	damn	スカート				
28030	damn	damn	スカート				
28021	damn	damn	スカート				
18032	damway	damway	未決				
14003	dwne	dane	…個				
15020	dwne	dane	…個				
11014	dwne	dane	…個				
15009	dwne	dane	…個				
15012	dwne	dane	…個				
16030	dwne	dane	…個				
16027	dwne	dane	…個				
21053	dane	dane	…個				
28022	dwne	dane	…個				
28033	dwne	dane	…個				
28033	dwne	dane	…個				
28073	dwne	dane	…個				
27003	dwne	dane	…個				
28073	dwne	dane	…個				
30011	dwne	dane	…個				
30032	dwne	dane	…個				
13002	dxtr	dxtr	娘				
13016	dxtre	dxtr	娘				
13039	dxtre	dxtr	娘				
12012	dxtre	dxtr	娘				
12014	dxtr	dxtr	娘				
12017	dxtr	dxtr	娘				
13001	dxtr	dxtr	娘				
13008	dxtry	dxtr	娘				
13009	dxtre	dxtr	娘				
13016	dxtr	dxtr	娘				
12002	dxtr	dxtr	娘				
12007	dxtra	dxtr	娘				
12004	dxtra	dxtr	娘				
12005	dxtra	dxtr	娘				
17015	dxtr	dxtr	娘				
17020	dxtra	dxtr	娘				
17020	dxtr	dxtr	娘				
17023	dxtr	dxtr	娘				
17028	dxtr	dxtr	娘				
17029	dxtr	dxtr	娘				
17032	dxtr	dxtr	娘				
17002	dxtr	dxtr	娘				
17011	dxtr	dxtr	娘				
17018	dxtr	dxtr	娘				
17020	dxtr	dxtr	娘				
17026	dxtr	dxtr	娘				
17027	dxtr	dxtr	娘				
17035	dxtr	dxtr	娘				
17037	dxtr	dxtr	娘				
17041	dxtr	dxtr	娘				
17043	dxtre	dxtr	娘				
17048	dxtr	dxtr	娘				
17010	dxtr	dxtr	娘				
17011	dxtr	dxtr	娘				
17016	dxtr	dxtr	娘				
17019	dxtrw	dxtr	娘				
17024	dxtr	dxtr	娘				
17029	dxtr	dxtr	娘				
17035	dxtr	dxtr	娘				
17006	dxtra	dxtr	娘				
17011	dxtr	dxtr	娘				
17019	dxtr	dxtr	娘				
21022	dxtr	dxtr	娘				
21029	dxtr	dxtr	娘				
21035	dxtr	dxtr	娘				
21040	dxtr	dxtr	娘				
21043	dxtr	dxtr	娘				
21045	dxtre	dxtr	娘				
21047	dxtr	dxtr	娘				
21058	dxtr	dxtr	娘				
21061	dxtr	dxtr	娘				
21067	dxtr	dxtr	娘				
21068	dxtr	dxtr	娘				
21002	dxtr	dxtr	娘				
21007	dxtr	dxtr	娘				
21008	dxtr	dxtr	娘				
21009	dxtr	dxtr	娘				
21023	dxtra	dxtr	娘				
21039	dxtr	dxtr	娘				
21065	dxtr	dxtr	娘				
21016	dxtr	dxtr	娘				
21021	dxtr	dxtr	娘				
21024	dxtr	dxtr	娘				
21028	dxtr	dxtr	娘				
21032	dxtr	dxtr	娘				
21034	dxtr	dxtr	娘				
21037	dxtr	dxtr	娘				
21042	dxtre	dxtr	娘				
21046	dxtr	dxtr	娘				
21069	dxtry	dxtr	娘				
21015	dxtr	dxtr	娘				
21018	dxtr	dxtr	娘				
21025	dxtr	dxtr	娘				
21036	dxtr	dxtr	娘				
21014	dxtr	dxtr	娘				
21026	dxtr	dxtr	娘				
21055	dxtre	dxtr	娘				
24001	dxtr	dxtr	娘				
25040	dxtr	dxtr	娘				
25001	dxtr	dxtr	娘				
25011	dxtre	dxtr	娘				
25014	dxtr	dxtr	娘				
26001	dxtr	dxtr	娘				
27001	dxtry	dxtr	娘				
28075	dxtre	dxtr	娘				
28082	dxtre	dxtr	娘				
28092	dxtre	dxtr	娘				
28073	dxtr	dxtr	娘				
28074	dxtre	dxtr	娘				
28076	dxtr	dxtr	娘				
28077	dxtre	dxtr	娘				
28078	dxtr	dxtr	娘				
28081	dxtre	dxtr	娘				
28086	dxtr	dxtr	娘				
28091	dxtr	dxtr	娘				
28093	dxtr	dxtr	娘				
