27055	انشاءلله	الهاء	おお神よ！				
21011	پادشاه	پادشاه	王				
21017	پادشاه	پادشاه	王				
21025	پادشاه	پادشاه	王				
21028	پادشاه	پادشاه	王				
21030	پادشاه	پادشاه	王				
21034	پادشاه	پادشاه	王				
21060	پادشاه	پادشاه	王				
21064	پادشاه	پادشاه	王				
21070	پادشاه	پادشاه	王				
21073	پادشاه	پادشاه	王				
21076	پادشاه	پادشاه	王				
21013	پادشاه	پادشاه	王				
21042	پادشاه	پادشاه	王				
21042	پادشاه	پادشاه	王				
21055	پادشاه	پادشاه	王				
21062	پادشاه	پادشاه	王				
21072	پادشاه	پادشاه	王				
21010	پادشاه	پادشاه	王				
21024	پادشاه	پادشاه	王				
21068	پادشاه	پادشاه	王				
21018	پادشاه	پادشاه	王				
21067	پادشاه	پادشاه	王				
21075	پادشاهی	پادشاه	王				
21075	پادشاه	پادشاه	王				
24001	پادشاهی	پادشاه	王				
24009	پادشاه	پادشاه	王				
24016	پادشاه	پادشاه	王				
26027	پادشاه	پادشاه	王				
26034	پادشاه	پادشاه	王				
26028	پادشاه	پادشاه	王				
27018	پادشاه	پادشاه	王				
27019	پادشاه	پادشاه	王				
28086	پادشاه	پادشاه	王				
28088	پادشاه	پادشاه	王				
29021	پادشاه	پادشاه	王				
29023	پادشاه	پادشاه	王				
29026	پادشاه	پادشاه	王				
29037	پادشاه	پادشاه	王				
29039	پادشاه	پادشاه	王				
29007	پادشاه	پادشاه	王				
29016	پادشاه	پادشاه	王				
29018	پادشاه	پادشاه	王				
29023	پادشاه	پادشاه	王				
29025	پادشاه	پادشاه	王				
29027	پادشاه	پادشاه	王				
29036	پادشاه	پادشاه	王				
29046	پادشاه	پادشاه	王				
29068	پادشاه	پادشاه	王				
29069	پادشاه	پادشاه	王				
29054	پادشاهی	پادشاه	王				
29058	پادشاه	پادشاه	王				
29036	پادشاه	پادشاه	王				
29056	پادشاه	پادشاه	王				
29057	پادشاه	پادشاه	王				
17005	پارچه	پارچه	布				
18055	پامو	پام	色				
16057	پایان	پایان	終わり				
21003	پدر	پدر	父				
21021	پدر	پدر	父				
21036	پدر	پدر	父				
21066	پدر	پدر	父				
21023	پدر	پدر	父				
21054	پدر	پدر	父				
21055	پدر	پدر	父				
25002	پدر	پدر	父				
25004	پدر	پدر	父				
25009	پدره	پدر	父				
25029	پدر	پدر	父				
25035	پدر	پدر	父				
26002	پدر	پدر	父				
25022	پدر	پدر	父				
25025	پدر	پدر	父				
25031	پدر	پدر	父				
25038	پدر	پدر	父				
25044	پدر	پدر	父				
26003	پدر	پدر	父				
26005	پدر	پدر	父				
26004	پدر	پدر	父				
26009	پدر	پدر	父				
27002	پدر	پدر	父				
27002	پدر	پدر	父				
27003	پدر	پدر	父				
30019	پدره	پدر	父				
30022	پدره	پدر	父				
30023	پدره	پدر	父				
29033	پدر	پدر	父				
23016	پذیرایی	پذیرایی	持て成し				
29027	پذیرایی	پذیرایی	持て成し				
23041	پر	پر	羽毛				
23011	پر	پر	羽毛				
23024	پر	پر	羽毛				
23039	پر	پر	羽毛				
23012	پرا	پر	羽毛				
23022	پر	پر	羽毛				
16051	پرتاب	پرتاب	投げること				
21063	پرده	پرده	カーテン				
19001	پری	پری	妖精				
19002	پری ها	پری	妖精				
19005	پری ها	پری	妖精				
20003	پری	پری	妖精				
20027	پری	پری	妖精				
17029	پریون	پری	妖精				
17018	پریون	پری	妖精				
17035	پریون	پری	妖精				
20026	پریا	پری	妖精				
17031	پریون	پری	妖精				
14006	پسره	پسر	息子				
15011	پسر	پسر	息子				
15013	پسر	پسر	息子				
15012	پسر	پسر	息子				
15019	پسر	پسر	息子				
15044	پسر	پسر	息子				
17032	پسر	پسر	息子				
17041	پسر	پسر	息子				
17044	پسر	پسر	息子				
17040	پسر	پسر	息子				
17043	پسر	پسر	息子				
17048	پسر	پسر	息子				
17010	پسر	پسر	息子				
17015	پسر	پسر	息子				
17018	پسر	پسر	息子				
17035	پسر	پسر	息子				
17040	پسر	پسر	息子				
17043	پسر	پسر	息子				
17011	پسر	پسر	息子				
17031	پسر	پسر	息子				
21030	پسر	پسر	息子				
21023	پسر	پسر	息子				
23022	پسر	پسر	息子				
23026	پسر	پسر	息子				
23015	پسر	پسر	息子				
23019	پسر	پسر	息子				
24001	پسر	پسر	息子				
24010	پسر	پسر	息子				
24011	پسر	پسر	息子				
23021	پسر	پسر	息子				
23033	پسره	پسر	息子				
24006	پسر	پسر	息子				
25002	پسر	پسر	息子				
25008	پسر	پسر	息子				
26018	پسر	پسر	息子				
26024	پسره	پسر	息子				
26026	پسره	پسر	息子				
26035	پسره	پسر	息子				
25001	پسر	پسر	息子				
25002	پسر	پسر	息子				
25004	پسر	پسر	息子				
25009	پسره	پسر	息子				
26031	پسره	پسر	息子				
26023	پسره	پسر	息子				
26032	پسر	پسر	息子				
26010	پسر	پسر	息子				
26027	پسر	پسر	息子				
26034	پسر	پسر	息子				
26028	پسرای	پسر	息子				
27032	پسره	پسر	息子				
28106	پسر	پسر	息子				
27018	پسر	پسر	息子				
27019	پسر	پسر	息子				
27033	پسره	پسر	息子				
27041	پسرای	پسر	息子				
27041	پسرای	پسر	息子				
27053	پسر	پسر	息子				
27036	پسره	پسر	息子				
29027	پسر	پسر	息子				
29036	پسر	پسر	息子				
29048	پسره	پسر	息子				
29060	پسرای	پسر	息子				
29068	پسر	پسر	息子				
29070	پسرای	پسر	息子				
29029	پسر	پسر	息子				
29048	پسرای	پسر	息子				
29050	پسرای	پسر	息子				
29054	پسر	پسر	息子				
29056	پسر	پسر	息子				
16014	پسر	پسر	息子				
17029	پسر	پسر	息子				
21044	پسر	پسر	息子				
21046	پسر	پسر	息子				
21048	پسر	پسر	息子				
21043	پسری	پسر	息子				
21047	پسر	پسر	息子				
21046	پسر	پسر	息子				
21050	پسری	پسر	息子				
27037	پسره	پسر	息子				
27050	پسر	پسر	息子				
27046	پسرا	پسر	息子				
27046	پسره	پسر	息子				
26006	پشمه	پشم	羊毛				
27003	پشم	پشم	羊毛				
27008	پشم ها	پشم	羊毛				
27005	پشم ها	پشم	羊毛				
27014	پشمی	پشم	羊毛				
25004	پنبه	پنبه	綿				
25004	پنبه	پنبه	綿				
18067	پهلو	پهلو	側				
11005	پهلوان	پهلوان	英雄				
11004	پهلوانی	پهلوان	英雄				
18033	پو	پو	奔走				
16039	پودر	پودر	粉				
15010	پوست	پوست	皮膚				
13032	پوست	پوست	皮膚				
17022	پوست	پوست	皮膚				
18001	پول	پول	金銭				
18016	پله ای	پول	金銭				
23025	پول	پول	金銭				
23023	پول	پول	金銭				
23031	پول	پول	金銭				
28014	پول	پول	金銭				
18018	پی	پی	足跡				
27036	پیاله	پیاله	杯				
25026	پیرن	پیراهن	シャツ				
25024	پیرنه	پیراهن	シャツ				
25030	پیرن	پیراهن	シャツ;				
12002	پیرزنی	پیرزن	老女				
14012	پیرزنی	پیرزن	老女				
23050	پیرزن	پیرزن	老女				
17044	پیر	پیرمرد	老人				
20001	پیرمردی	پیرمرد	老人				
20005	پیر	پیرمرد	老人				
20012	پیرمرد	پیرمرد	老人				
20033	پیرمرد	پیرمرد	老人				
20037	پیرمرد	پیرمرد	老人				
20011	پیرمرد	پیرمرد	老人				
25033	پیرمرد	پیرمرد	老人				
25033	پیرمرده	پیرمرد	老人				
28019	پیرمرده	پیرمرد	老人				
18023	پیغامی	پیغام	ことづけ				
17036	پیغامی	پیغام	ことづけ				
17036	پیغام	پیغام	ことづけ				
18038	پیغام	پیغام	ことづけ				
18044	پیغام	پیغام	ことづけ				
18051	پیغام	پیغام	ことづけ				
18008	پیغام	پیغام	ことづけ				
18014	پیغام	پیغام	ことづけ				
18022	پیغام	پیغام	ことづけ				
22087	پیغامی	پیغام	ことづけ				
22069	پیغامی	پیغام	ことづけ				
22020	پیغامی	پیغام	ことづけ				
22049	پیغامی	پیغام	ことづけ				
17009	پیگیری	پیگیری	連続				
28050	پی سوز	پیه-سوز	油脂灯				
13002	تا	تا	・・・個				
14012	تا	تا	・・・個				
12002	تا	تا	・・・個				
12003	تا	تا	・・・個				
23009	تا	تا	・・・個				
23011	تا	تا	・・・個				
23008	تا	تا	・・・個				
24005	تا	تا	・・・個				
26005	تا	تا	・・・個				
27028	تا	تا	・・・個				
27046	تا	تا	・・・個				
27039	تا	تا	・・・個				
29007	تا	تا	・・・個				
29048	تا	تا	・・・個				
29048	تا	تا	・・・個				
29007	تا	تا	・・・個				
29007	تا	تا	・・・個				
29007	تا	تا	・・・個				
29011	تا	تا	・・・個				
29026	تا	تا	・・・個				
29052	تا	تا	・・・個				
29048	تا	تا	・・・個				
29048	تا	تا	・・・個				
29036	تا	تا	・・・個				
13026	تا	تا	・・・個				
13027	تا	تا	・・・個				
17002	تا	تا	・・・個				
17004	تا	تا	・・・個				
19014	تا	تا	・・・個				
16008	تا	تا	・・・個				
17003	تا	تا	・・・個				
26025	تا	تا	・・・個				
26027	تا	تا	・・・個				
26034	تا	تا	・・・個				
26034	تا	تا	・・・個				
26028	تا	تا	・・・個				
26029	تا	تا	・・・個				
26029	تا	تا	・・・個				
28008	تا	تا	・・・個				
28014	تا	تا	・・・個				
30001	تا	تا	・・・個				
30003	تا	تا	・・・個				
30008	تا	تا	・・・個				
13065	تاج	تاج	王冠				
21075	تاج	تاج	王冠				
16008	تار	تار	たて糸				
16047	تار	تار	たて糸				
28040	تاقچه	تاقچه	壁・ニッチ				
23053	تحویل	تحویل	引渡し				
29035	تدارک	تدارک	準備				
27036	تراشا	تراش	そること				
12014	ترتیب	ترتیب	順				
12006	ترس	ترس	恐れ				
21067	ترک	ترک	放棄、断念				
19005	تشکر	تشکر	感謝				
19009	تشکر	تشکر	感謝				
22102	تشکیلات	تشکیلات	機構				
17004	تصمیم	تصمیم	決心				
17035	تصمیم	تصمیم	決心				
17037	تصمیم	تصمیم	決心				
21017	تصمیم	تصمیم	決心				
22027	تصمیم	تصمیم	決心				
22132	تصمیم	تصمیم	決心				
22027	تصمیم	تصمیم	決心				
23004	تصمیم	تصمیم	決心				
20030	تعجب	تعجب	驚き				
21057	تعجب	تعجب	驚き				
22022	تعجب	تعجب	驚き				
22057	تعجب	تعجب	驚き				
16044	تعریف	تعریف	定義				
22037	تعریف	تعریف	定義				
23019	تعریف	تعریف	定義				
23008	تقاضا	تقاضا	要求				
23041	تقاضا	تقاضا	要求				
23023	تقاضا	تقاضا	要求				
23042	تقاضا	تقاضا	要求				
23039	تقاضای	تقاضا	要求				
23048	تقاضایی	تقاضا	要求				
23040	تقاضا	تقاضا	要求				
22103	تقاضا	تقاضا	要求				
27053	تقسیم	تقسیم	分割				
27040	تقلا	تقلا	努力				
27040	تک	تک	打つこと				
28032	تکون	تکان	揺れ				
23046	تلف	تلف	滅亡				
29070	تمام	تمام	終わり				
16045	تنِ	تن	体				
16049	تن	تن	体				
16002	تنپروری	تنپروری	怠惰				
23021	تنگدستی	تنگدستی	貧乏				
15014	تنور	تنور	パン焼きがま				
15016	تنور	تنور	パン焼きがま				
30030	تنور	تنور	パン焼きがま				
30031	تنور	تنور	パン焼きがま				
30002	تهران	تهران	テヘラン				
23013	تهیه	تهیه	準備				
23042	تهیه	تهیه	準備				
23017	تهیه	تهیه	準備				
12013	تو	تو	お前				
15020	تو	تو	お前				
15026	تو	تو	お前				
13050	تو	تو	お前				
15025	تو	تو	お前				
12015	تو	تو	お前				
13010	تو	تو	お前				
16018	تو	تو	お前				
16028	تو	تو	お前				
16056	تو	تو	お前				
17024	تو	تو	お前				
17036	تو	تو	お前				
18029	تو	تو	お前				
18047	تو	تو	お前				
18054	تو	تو	お前				
16018	تو	تو	お前				
16018	تو	تو	お前				
16036	تو	تو	お前				
16055	تو	تو	お前				
18006	تو	تو	お前				
18027	تو	تو	お前				
18036	تو	تو	お前				
18045	تو	تو	お前				
18052	تو	تو	お前				
18057	تو	تو	お前				
18058	تو	تو	お前				
20011	تو	تو	お前				
16045	تو	تو	お前				
18051	تو	تو	お前				
18055	تو	تو	お前				
18056	تو	تو	お前				
18069	تو	تو	お前				
22123	تو	تو	お前				
22124	تو	تو	お前				
22151	تو	تو	お前				
22019	تو	تو	お前				
22038	تو	تو	お前				
22093	تو	تو	お前				
22147	تو	تو	お前				
22147	تو	تو	お前				
22082	تو	تو	お前				
22093	تو	تو	お前				
22117	تو	تو	お前				
22155	تو	تو	お前				
22155	تو	تو	お前				
22082	تو	تو	お前				
23046	تو	تو	お前				
24006	تو	تو	お前				
25004	تو	تو	お前				
25031	تو	تو	お前				
26010	تو	تو	お前				
26011	تو	تو	お前				
26011	تو	تو	お前				
25046	تو	تو	お前				
26017	تو	تو	お前				
26023	تو	تو	お前				
26011	ت	تو	お前				
27030	تو	تو	お前				
28079	تو	تو	お前				
27030	تو	تو	お前				
27047	تو	تو	お前				
28034	تو	تو	お前				
28078	تو	تو	お前				
28100	تو	تو	お前				
27029	تو	تو	お前				
27047	تو	تو	お前				
29012	تو	تو	お前				
29019	تو	تو	お前				
29021	تو	تو	お前				
29029	تو	تو	お前				
29033	تو	تو	お前				
29054	تو	تو	お前				
29055	تو	تو	お前				
29064	تو	تو	お前				
30003	تو	تو	お前				
29054	تو	تو	お前				
29033	تو	تو	お前				
29041	تو	تو	お前				
20007	برات	تو	お前	برای	・・・のために		
22029	برات	تو	お前	برای	・・・のために		
29031	برات	تو	お前	برای	・・・のために		
17033	بهت	تو	お前	به	・・・に		
22019	بهت	تو	お前	به	・・・に		
22021	بهت	تو	お前	به	・・・に		
22044	بهت	تو	お前	به	・・・に		
22156	بهت	تو	お前	به	・・・に		
22067	بهت	تو	お前	به	・・・に		
22125	بهت	تو	お前	به	・・・に		
22095	بهت	تو	お前	به	・・・に		
21014	اولت	تو	お前	اول	第一に		
21015	دومت	تو	お前	دوم	第二の		
21016	سومت	تو	お前	سوم	第三の		
23054	داغت	تو	お前	داغ	焼き印		
16019	عایدت	تو	お前	عاید	帰る		
19006	قوزت	تو	お前	قوز	（背の）こぶ		
20015	قوزت	تو	お前	قوز	（背の）こぶ		
16015	اسمت	تو	お前	اسم	名前		
18059	امرت	تو	お前	امر	命令		
28104	بچت	تو	お前	بچه	子供		
18045	بختت	تو	お前	بخت	運		
18051	بختت	تو	お前	بخت	運		
18058	بختت	تو	お前	بخت	運		
18068	بختت	تو	お前	بخت	運		
18043	بختت	تو	お前	بخت	運		
18008	بختت	تو	お前	بخت	運		
20033	برنامت	تو	お前	برنامه	番組		
18054	پات	تو	お前	پا	足		
13041	پدرت	تو	お前	پدر	父		
16028	تنت	تو	お前	تن	体		
15050	جونت	تو	お前	جان	魂		
29023	جریانت	تو	お前	جریان	流れ		
20033	جریانت	تو	お前	جریان	流れ		
25045	چشماته	تو	お前	چشم	目		
26019	حاجتت	تو	お前	حاجت	必要		
26011	حاجتت	تو	お前	حاجت	必要		
22029	خاطرت	تو	お前	خاطر	記憶		
15040	خودتو	تو	お前	خود	自身		
18046	خودت	تو	お前	خود	自身		
18055	خودت	تو	お前	خود	自身		
18061	خودت	تو	お前	خود	自身		
18062	خودت	تو	お前	خود	自身		
18055	خودت	تو	お前	خود	自身		
13051	دومادت	تو	お前	داماد	新郎		
13051	دومادت	تو	お前	داماد	新郎		
28029	دامنت	تو	お前	دامن	スカート		
28028	دامنت	تو	お前	دامن	スカート		
28018	دامنتو	تو	お前	دامن	スカート		
13050	دخترتِ	تو	お前	دختر	娘		
29011	دردت	تو	お前	درد	痛み		
22112	زنت	تو	お前	زن	妻		
22147	زنت	تو	お前	زن	妻		
22056	زنت	تو	お前	زن	妻		
22074	زنت	تو	お前	زن	妻		
22101	زنت	تو	お前	زن	妻		
26017	زنت	تو	お前	زن	妻		
26023	زنت	تو	お前	زن	妻		
12020	زندگیت	تو	お前	زندگی	生活		
16030	ساست	تو	お前	ساس	南京虫		
16031	ساست	تو	お前	ساس	南京虫		
15045	سرتو	تو	お前	سر	頭		
17022	شوهرت	تو	お前	شوهر	夫		
18045	قشوت	تو	お前	قشو	馬ぐし		
29011	کارت	تو	お前	کار	仕事		
19007	کمرت	تو	お前	کمر	腰		
22028	یادت	تو	お前	یاد	記憶		
13011	بدمت	تو	お前	دادن	与える		
15030	توره	توبره	かいば袋				
15031	توره	توبره	かいば袋				
15032	توبره	توبره	かいば袋				
22011	تور	تور	網				
22037	توری	تور	網				
22014	تور	تور	網				
21011	توضیح	توضیح	説明				
13025	تیر	تیر	矢				
15035	تیر	تیر	矢				
15050	ثروت	ثروت	富				
13012	جایی	جا	場所				
11021	جایی	جا	場所				
13005	جائی	جا	場所				
13025	جایی	جا	場所				
13029	جا	جا	場所				
15032	جا	جا	場所				
13025	جایی	جا	場所				
15019	جا	جا	場所				
16044	جائی	جا	場所				
16044	جایی	جا	場所				
17011	جا	جا	場所				
17014	جا	جا	場所				
18003	جا	جا	場所				
18037	جا	جا	場所				
18057	جا	جا	場所				
17027	جای	جا	場所				
18049	جا	جا	場所				
18064	جا	جا	場所				
20011	جایی	جا	場所				
20037	جای	جا	場所				
22021	جایی	جا	場所				
22056	جا	جا	場所				
25021	جا	جا	場所				
28107	جا	جا	場所				
29007	جایی	جا	場所				
29007	جایی	جا	場所				
29070	جا	جا	場所				
29058	جایی	جا	場所				
21075	بجای	جا	場所	به	・・・に		
25023	اینجو	جا	場所	این	この		
14006	جای	جا	場所				
14006	جای	جا	場所				
21018	جار	جار	叫び声				
21019	جارچی	جارچی	布告者				
21027	جارچی	جارچی	布告者				
21033	جارچی	جارچی	布告者				
21018	جارچی	جارچی	布告者				
21026	جارچی	جارچی	布告者				
15014	جارو	جارو	ほうき				
15048	جون	جان	魂				
15019	جون	جان	ちゃん				
23045	جون	جان	ちゃん				
18035	جون	جان	魂				
21041	جان	جان	魂				
21042	بجای	جای	場所	به	・・・に		
21051	بجای	جای	場所	به	・・・に		
21074	جایزه	جایزه	賞				
23019	جریان	جریان	流れ				
27042	جریان	جریان	流れ				
29009	جریان	جریان	流れ				
13048	جریون	جریان	流れ				
13047	جریون	جریان	流れ				
16044	جریانات	جریان	流れ				
17021	جریان	جریان	流れ				
20036	جریان	جریان	流れ				
17035	جریان	جریان	流れ				
20019	جریان	جریان	流れ				
18035	جستی	جست	跳躍				
17009	جستجو	جستجو	捜索				
21039	جلاد	جلاد	死刑執行人				
21042	جلاد	جلاد	死刑執行人				
21072	جلاد	جلاد	死刑執行人				
21037	جلاد	جلاد	死刑執行人				
21071	جلاد	جلاد	死刑執行人				
21074	جلاد	جلاد	死刑執行人				
21041	جلاد	جلاد	死刑執行人				
21069	جلاد	جلاد	死刑執行人				
13021	جمع	جمع	集合				
13021	جمع	جمع	集合				
17010	جمع	جمع	集合				
21020	جمع	جمع	集合				
21027	جمع	جمع	集合				
21033	جمع	جمع	集合				
21054	جمع	جمع	集合				
22029	جمع	جمع	集合				
21043	جمع	جمع	集合				
24014	جمع	جمع	集合				
25004	جمع	جمع	集合				
25008	جمع	جمع	集合				
25014	جمع	جمع	集合				
25017	جمع	جمع	集合				
25013	جمع	جمع	集合				
28017	جمع	جمع	集合				
28070	جمع	جمع	集合				
28084	جمع	جمع	集合				
28070	جمعیت	جمعیت	人口				
28077	جمعیت	جمعیت	人口				
20006	جن هائی	جن	魔神				
19001	جن	جن	魔神				
19002	جن	جن	魔神				
19005	جن	جن	魔神				
20003	اجنه	جن	魔神				
20003	جن	جن	魔神				
20027	جن	جن	魔神				
20030	جنا	جن	魔神				
20026	جن	جن	魔神				
13035	جناق	جناغ	胸骨				
17019	جنگل	جنگل	森				
17048	جنگل	جنگل	森				
17018	جنگلی	جنگل	森				
21043	جنگل	جنگل	森				
21055	جنگل	جنگل	森				
21039	جنگل	جنگل	森				
21043	جنگل	جنگل	森				
21037	جنگل	جنگل	森				
29016	جنگل	جنگل	森				
29016	جنگل	جنگل	森				
13025	جنگلبانی	جنگلبان	森林官				
22154	جوابی	جواب	答え				
21035	جواب	جواب	答え				
22145	جوابی	جواب	答え				
21023	جواب	جواب	答え				
21030	جواب	جواب	答え				
27045	جواب	جواب	答え				
15027	جیر	جیر	スエード皮				
29020	چادر	چادر	チャードル				
13029	چادر	چادر	天幕				
13029	چادر	چادر	天幕				
13029	چادر	چادر	天幕				
22005	چادری	چادر	天幕				
22044	چادر	چادر	天幕				
22093	چادر	چادر	天幕				
22147	چادری	چادر	天幕				
22007	چادری	چادر	天幕				
22030	چادری	چادر	天幕				
22155	چادر	چادر	天幕				
13036	چار	چار	治療				
24012	چاره	چاره	治療				
18029	چاره ای	چاره	治療				
21012	چاره جوئی	چارهجوئی	治療（救済）を求めること				
24014	چال	چال	穴				
24015	چال	چال	穴				
11010	چاه	چاه	井戸				
11010	چاه	چاه	井戸				
11011	چاه	چاه	井戸				
11011	چاه	چاه	井戸				
26007	چاه	چاه	井戸				
26007	چاهی	چاه	井戸				
26009	چاهی	چاه	井戸				
26014	چاه	چاه	井戸				
28024	چپق	چپق	(水タバコ用)長いパイプ				
28024	چپق	چپق	(水タバコ用)長いパイプ				
28031	چخماق	چخماق	火打ち石				
28024	چخماق	چخماق	火打ち石				
16008	چرا	چرا	放牧				
28045	چراغ	چراغ	ランプ				
28046	چراغ	چراغ	ランプ				
28037	چراغ	چراغ	ランプ				
28038	چراغ	چراغ	ランプ				
28064	چراغ	چراغ	ランプ				
28034	چراغ	چراغ	ランプ				
28058	چراغ	چراغ	ランプ				
16008	چراگاه	چراگاه	牧草地				
13063	چسب	چسب	糊				
13036	چشم	چشم	目				
28057	چشم	چشم	目				
28020	چشمه ای	چشمه	泉				
29018	چشمه	چشمه	泉				
23044	چکشه	چکش	槌				
23045	چکش	چکش	槌				
23051	چکش	چکش	槌				
18005	چماقی	چماق	棍棒				
18033	چماقی	چماق	棍棒				
18022	چنار	چنار	すずかけの木				
18050	چنار	چنار	すずかけの木				
18055	چنار	چنار	すずかけの木				
18019	چناری	چنار	すずかけの木				
18051	چنار	چنار	すずかけの木				
18038	چنار	چنار	すずかけの木				
14012	چوب	چوب	木材				
25008	چوب	چوب	木材				
13020	چیکِ	چیز	もの				
17036	چیزی	چیز	もの				
16019	چیز	چیز	もの				
17032	چیزی	چیز	もの				
22032	چیزی	چیز	もの				
22033	چیزی	چیز	もの				
22031	چیزی	چیز	もの				
22031	چیزی	چیز	もの				
22087	چیزهایی	چیز	もの				
22103	چیزی	چیز	もの				
22045	چیزایی	چیز	もの				
22057	چیزی	چیز	もの				
22053	چیز	چیز	もの				
22089	چیزهایی	چیز	もの				
22090	چیزایی	چیز	もの				
22150	چیز	چیز	もの				
23044	چیز	چیز	もの				
26011	چیزی	چیز	もの				
27027	چیز	چیز	もの				
27046	چیز	چیز	もの				
27023	چیزی	چیز	もの				
27023	چیز	چیز	もの				
27050	چیزی	چیز	もの				
29001	چیز	چیز	もの				
22115	چیزی	چیز	もの				
22117	چیزی	چیز	もの				
22116	چیز	چیز	もの				
26020	چیز	چیز	もの				
28033	چیز	چیز	もの				
28004	چیز	چیز	もの				
28015	چیزی	چیز	もの				
25022	چین	چین	中国				
25038	چین	چین	中国				
25044	چین	چین	中国				
25029	چین	چین	しわ				
25025	چین	چین	しわ				
25031	چین	چین	しわ				
25035	چین	چین	しわ;				
13018	حاجی	حاج	メッカ巡礼者				
25042	حاج	حاج	メッカ巡礼者				
28044	حاجیه	حاجی	メッカ巡礼者				
28064	حاجیه	حاجی	メッカ巡礼者				
28070	حاجی	حاجی	メッカ巡礼者				
28072	حاجی	حاجی	メッカ巡礼者				
28093	حاجی	حاجی	メッカ巡礼者				
28096	حاجی	حاجی	メッカ巡礼者				
28096	حاجی	حاجی	メッカ巡礼者				
28097	حاجی	حاجی	メッカ巡礼者				
28041	حاجی	حاجی	メッカ巡礼者				
28042	حاجی	حاجی	メッカ巡礼者				
28070	حاجی	حاجی	メッカ巡礼者				
28106	حاجی	حاجی	メッカ巡礼者				
28108	حاجی	حاجی	メッカ巡礼者				
28068	حاجی	حاجی	メッカ巡礼者				
28069	حاجیه	حاجی	メッカ巡礼者				
28070	حاجی	حاجی	メッカ巡礼者				
28066	سرخاجی	حاجی	メッカ巡礼者	سر	頭		
17026	حال	حال	状態				
27053	حال	حال	状態				
28094	حال	حال	状態				
12018	حال	حال	状態				
17018	حالات	حالت	状態				
29026	حدود	حدود	限界				
22018	حرف	حرف	言葉				
22066	حرفیه	حرف	言葉				
22123	حرفو	حرف	言葉				
22124	حرف	حرف	言葉				
22126	حرف	حرف	言葉				
22022	حرف	حرف	言葉				
22022	حرف	حرف	言葉				
22023	حرف	حرف	言葉				
22096	حرف	حرف	言葉				
22125	حرفی	حرف	言葉				
22144	حرف	حرف	言葉				
21036	حرف	حرف	言葉				
22082	حرف	حرف	言葉				
22093	حرفا	حرف	言葉				
22113	حرفا	حرف	言葉				
22122	حرفا	حرف	言葉				
26019	حرف	حرف	言葉				
11005	حریف	حریف	敵手				
11008	حریف	حریف	敵手				
13024	حساب	حساب	考慮				
14010	حساب	حساب	考慮				
14011	حساب	حساب	考慮				
24004	حسادت	حسادت	嫉妬				
17033	حقیقت	حقیقت	真実				
23037	حکم	حکم	命令				
21013	حکمت	حکمت	知恵				
29014	حل	حل	免除				
29011	حل	حل	免除				
29068	حل	حل	免除				
29069	حل	حل	免除				
19002	حمام	حمام	風呂				
19011	حمام	حمام	風呂				
20002	حموم	حمام	風呂				
20003	حموم	حمام	風呂				
20018	حموم	حمام	風呂				
20026	حموم	حمام	風呂				
19001	حمام ها	حمام	風呂				
19008	حمام	حمام	風呂				
20003	حموم	حمام	風呂				
20012	حمام	حمام	風呂				
20005	حموم	حمام	風呂				
20027	حموم	حمام	風呂				
16044	حموم	حمام	風呂				
25010	حمام	حمام	風呂				
25011	حمام	حمام	風呂				
28075	حموم	حمام	風呂				
28076	حموم	حمام	風呂				
28076	حموم	حمام	風呂				
28077	حموم	حمام	風呂				
23026	حمام	حمام3	風呂				
23033	حمام	حمام3	風呂;				
23030	حمامی	حمامی	風呂屋				
23046	حمامی	حمامی	風呂屋				
23027	حمامی	حمامی	風呂屋				
23035	حمامی	حمامی	風呂屋				
23036	حمامی	حمامی	風呂屋				
23037	حمامی	حمامی	風呂屋				
23042	حمامی	حمامی	風呂屋				
23042	حمامی	حمامی	風呂屋				
23045	حمامی	حمامی	風呂屋				
23037	حمامی	حمامی	風呂屋				
17029	حین	حین	時				
17041	حین	حین	時				
28002	خار	خار	とげ				
28065	بخاری	خار	とげ	به	・・・に		
26001	خارکن	خارکن	とげのある木を掘り起して売る人				
28001	خارکنی	خارکن	とげのある木を掘り起して売る人				
28001	خارکن	خارکن	とげのある木を掘り起して売る人				
28001	خارکنی	خارکن	とげのある木を掘り起して売る人				
28069	خارکنه	خارکن	とげのある木を掘り起して売る人				
28068	خار کن	خارکن	とげのある木を掘り起して売る人				
28043	خارکن	خارکن	とげのある木を掘り起して売る人				
28041	خارکن	خارکن	とげのある木を掘り起して売る人				
12006	خاطر	خاطر	記憶				
12009	خاطر	خاطر	記憶				
24010	خاطر	خاطر	記憶				
28084	خاطر	خاطر	記憶				
17009	خاطر	خاطر	記憶				
17036	خاطر	خاطر	記憶				
19005	خاطر	خاطر	記憶				
23032	خاطر	خاطر	記憶				
13065	خاک	خاک	土				
30031	خاک	خاک	土				
30022	خاله	خال	母方のおじ				
22111	خانمشو	خانم	婦人				
25042	خانم	خانم	婦人				
29007	خانم	خانم	婦人				
29007	خانم	خانم	婦人				
29007	خانم	خانم	婦人				
29007	خانم	خانم	婦人				
29011	خانم	خانم	婦人				
29036	خانم	خانم	婦人				
22030	خونه	خانه	家				
22044	خونه	خانه	家				
21046	خانه	خانه	家				
21058	خانه	خانه	家				
21060	خانه	خانه	家				
22058	خونه	خانه	家				
22077	خونه	خانه	家				
22079	خونه	خانه	家				
22083	خونه	خانه	家				
