163020	 سرکونشو 	سر	頭	 کون 	未決	او	三人称単数人称代名詞（彼、彼女）	را	・・・を
89025	 ها	ها	おや！						
89027	 ها	ها	おや！						
74033	 ها 	ها	おや！						
74035	 ها 	ها	おや！						
83004	 ها 	ها	おや！						
83008	 ها 	ها	おや！						
171004	 ها 	ها	おや！						
75013	 هی 	هی	おや！						
75017	 هی 	هی	おや！						
83008	 هی 	هی	おや！						
85011	 هی 	هی	おや！						
92038	 هی 	هی	おや！						
96011	 هی 	هی	おや！						
96047	 هی 	هی	おや！						
96073	 هی 	هی	おや！						
96034	 هی 	هی	おや！						
96072	 هی 	هی	おや！						
96073	 هی 	هی	おや！						
96071	 هی 	هی	おや！						
99009	 هی 	هی	おや！						
126012	 هی 	هی	おや！						
138009	 هی 	هی	おや！						
138009	 هی 	هی	おや！						
139024	 هی 	هی	おや！						
138010	 هی 	هی	おや！						
138011	 هی 	هی	おや！						
182004	 هی 	هی	おや！						
126014	 تقریباً 	تقریبا	およそ						
165003	 ته 	تو1	お前						
165004	 ته 	تو1	お前						
165005	 ته 	تو1	お前						
165009	 ته 	تو1	お前						
165010	 ته 	تو1	お前						
74014	 تو 	تو1	お前						
74021	 تو 	تو1	お前						
79021	 تو 	تو1	お前						
73015	 تو 	تو1	お前						
74013	 تو 	تو1	お前						
74036	 تو 	تو1	お前						
74037	 تو 	تو1	お前						
78009	 تو 	تو1	お前						
79029	 تو 	تو1	お前						
74039	 تو 	تو1	お前						
79016	 تو 	تو1	お前						
73015	 تو 	تو1	お前						
74037	 تو 	تو1	お前						
74043	 تو 	تو1	お前						
74043	 تو 	تو1	お前						
73015	 تو 	تو1	お前						
74035	 تو 	تو1	お前						
80012	 تو 	تو1	お前						
80002	 تو 	تو1	お前						
83017	 تو 	تو1	お前						
84015	 تو 	تو1	お前						
86015	 تو 	تو1	お前						
86027	 تو 	تو1	お前						
86038	 تو 	تو1	お前						
86013	 تو 	تو1	お前						
87011	 تو 	تو1	お前						
87021	 تو 	تو1	お前						
87030	 تو 	تو1	お前						
87038	 تو 	تو1	お前						
87047	 تو 	تو1	お前						
88019	 تو 	تو1	お前						
88027	 تو 	تو1	お前						
88029	 تو 	تو1	お前						
86012	 تو 	تو1	お前						
86024	 تو 	تو1	お前						
86035	 تو 	تو1	お前						
86035	 تو 	تو1	お前						
87011	 تو 	تو1	お前						
87021	 تو 	تو1	お前						
87030	 تو 	تو1	お前						
87038	 تو 	تو1	お前						
88010	 تو 	تو1	お前						
88019	 تو 	تو1	お前						
88027	 تو 	تو1	お前						
86012	 تو 	تو1	お前						
86024	 تو 	تو1	お前						
91025	 تو 	تو1	お前						
92034	 تو 	تو1	お前						
92035	 تو 	تو1	お前						
91012	 تو 	تو1	お前						
91046	 تو 	تو1	お前						
91063	 تو 	تو1	お前						
92015	 تو 	تو1	お前						
92017	 تو 	تو1	お前						
92024	 تو 	تو1	お前						
92031	 تو 	تو1	お前						
92040	 تو 	تو1	お前						
91002	 تو 	تو1	お前						
91005	 تو 	تو1	お前						
91026	 تو 	تو1	お前						
91034	 تو 	تو1	お前						
91038	 تو 	تو1	お前						
91063	 تو 	تو1	お前						
92048	 تو 	تو1	お前						
91011	 تو 	تو1	お前						
91026	 تو 	تو1	お前						
91040	 تو 	تو1	お前						
91032	 تو 	تو1	お前						
93011	 تو 	تو1	お前						
94040	 تو 	تو1	お前						
93033	 تو 	تو1	お前						
95021	 تو 	تو1	お前						
95007	 تو 	تو1	お前						
95011	 تو 	تو1	お前						
95017	 تو 	تو1	お前						
95006	 تو 	تو1	お前						
96014	 تو 	تو1	お前						
96040	 تو 	تو1	お前						
96136	 تو 	تو1	お前						
96171	 تو 	تو1	お前						
96009	 تو 	تو1	お前						
96013	 تو 	تو1	お前						
96038	 تو 	تو1	お前						
96063	 تو 	تو1	お前						
96063	 تو 	تو1	お前						
96096	 تو 	تو1	お前						
96120	 تو 	تو1	お前						
96120	 تو 	تو1	お前						
96154	 تو 	تو1	お前						
96076	 تو 	تو1	お前						
96077	 تو 	تو1	お前						
98004	 تو 	تو1	お前						
98015	 تو 	تو1	お前						
98020	 تو 	تو1	お前						
99025	 تو 	تو1	お前						
100020	 تو 	تو1	お前						
102016	 تو 	تو1	お前						
102011	 تو 	تو1	お前						
102015	 تو 	تو1	お前						
102037	 تو 	تو1	お前						
102017	 تو 	تو1	お前						
102020	 تو 	تو1	お前						
102020	 تو 	تو1	お前						
102049	 تو 	تو1	お前						
102052	 تو 	تو1	お前						
103024	 تو 	تو1	お前						
105011	 تو 	تو1	お前						
109019	 تو 	تو1	お前						
109018	 تو 	تو1	お前						
112040	 تو 	تو1	お前						
112061	 تو 	تو1	お前						
112016	 تو 	تو1	お前						
112016	 تو 	تو1	お前						
112042	 تو 	تو1	お前						
112018	 تو 	تو1	お前						
112022	 تو 	تو1	お前						
112041	 تو 	تو1	お前						
120003	 تو 	تو1	お前						
123012	 تو 	تو1	お前						
123010	 تو 	تو1	お前						
123014	 تو 	تو1	お前						
123002	 تو 	تو1	お前						
129009	 تو 	تو1	お前						
135007	 تو 	تو1	お前						
135007	 تو 	تو1	お前						
150016	 تو 	تو1	お前						
150020	 تو 	تو1	お前						
150023	 تو 	تو1	お前						
148014	 تو 	تو1	お前						
150025	 تو 	تو1	お前						
150018	 تو 	تو1	お前						
150021	 تو 	تو1	お前						
150028	 تو 	تو1	お前						
150021	 تو 	تو1	お前						
150016	 تو 	تو1	お前						
150020	 تو 	تو1	お前						
150023	 تو 	تو1	お前						
148014	 تو 	تو1	お前						
150025	 تو 	تو1	お前						
150018	 تو 	تو1	お前						
150021	 تو 	تو1	お前						
150028	 تو 	تو1	お前						
150021	 تو 	تو1	お前						
164001	 تو 	تو1	お前						
172001	 تو 	تو1	お前						
88032	 توی 	تو1	お前						
167003	 کهبه 	کعبه	カーバ神殿						
83027	 چنگ 	چنگ	かぎつめ						
138002	 چیش بگیرک 	قایم موشک	かくれんぼ						
73004	 زنبیل 	زنبیل	かご						
73004	 زنبیل 	زنبیل	かご						
73017	 زنبیل 	زنبیل	かご						
73012	 زنبیل 	زنبیل	かご						
73013	 زنبیل 	زنبیل	かご						
90003	 زنبیل 	زنبیل	かご						
73012	 زنبیلی 	زنبیل	かご						
181003	 گاز 	گاز2	ガス						
181003	 گاز 	گاز2	ガス						
181004	 گاز 	گاز2	ガス						
110010	 گازی 	گازی	ガスの						
112054	 حلزون 	حلزون	かたつむり						
186001	 نزله 	نزله	カタル						
186001	 نزله 	نزله	カタル						
94012	 تق 	تق	がたんという音						
94012	 تق 	تق	がたんという音						
94012	 تق 	تق	がたんという音						
94012	 تق 	تق	がたんという音						
94055	 گوشه 	گوشه	かど						
94055	 گوشه 	گوشه	かど						
115007	 قنات 	قنات	カナート						
144003	 قناتی 	قنات	カナート						
144003	 قناتی 	قنات	カナート						
87067	 دیگ 	دیگ	かま						
88042	 دیگ 	دیگ	かま						
87066	 دیگ 	دیگ	かま						
87069	 دیگ 	دیگ	かま						
88032	 دیگ 	دیگ	かま						
96149	 دیگ 	دیگ	かま						
96149	 دیگ 	دیگ	かま						
124004	 دیگ 	دیگ	かま						
124005	 دیگ 	دیگ	かま						
124003	 دیگ 	دیگ	かま						
137002	 دیگ 	دیگ	かま						
124008	 دیگ های 	دیگ	かま						
140014	 کلاغ 	کلاغ	からす						
140017	 کلاغ 	کلاغ	からす						
140017	 کلاغ 	کلاغ	からす						
87072	 کلاغه 	کلاغ	からす						
140013	 کلاغی 	کلاغ	からす						
112082	 شیشه 	شیشه	ガラス						
117006	 کلاغه 	کلاغه	からすの子						
117006	 کلاغه 	کلاغه	からすの子						
117005	 کلاغه 	کلاغه	からすの子						
171006	 کلاغه 	کلاغه	からすの子						
73017	 ماچ 	ماچ	キス						
82022	 کباب 	کباب	キャバーブ						
105011	 کباب 	کباب	キャバーブ						
170001	 کلم 	کلم	キャベツ						
83001	 قافله 	قافله	キャラバン						
119002	 کاروان 	کاروان	キャラバン						
119003	 کاروان 	کاروان	キャラバン						
119004	 کاروان 	کاروان	キャラバン						
119012	 کاروان 	کاروان	キャラバン						
119012	 کاروان 	کاروان	キャラバン						
119021	 کاروان 	کاروان	キャラバン						
119012	 کاروانه	کاروان	キャラバン						
119009	 کاروانیان 	کاروان	キャラバン						
119006	 کاروون 	کاروان	キャラバン						
129001	 کلّه پاچه 	کله پاچه	キャレパーチェ（煮込み料理）						
129002	 کلّه پاچه ای 	کله پاچه	キャレパーチェ（煮込み料理）						
99015	 مسیح 	مسیح	キリスト						
87067	 سیخ 	سیخ	くし						
87069	 سیخ 	سیخ	くし						
131004	 سیخ 	سیخ	くし						
194015	 سیخ 	سیخ	くし						
194001	 سیخ 	سیخ	くし						
194001	 سیخ 	سیخ	くし						
194006	 سیخ 	سیخ	くし						
194016	 سیخه 	سیخ	くし						
188001	 چسبید 	چسبیدن	くっつく						
126011	 چسبیدن 	چسبیدن	くっつく						
120032	 میچسبه 	چسبیدن	くっつく						
120032	 میچسبه 	چسبیدن	くっつく						
94017	 لیوان 	لیوان	グラス						
139005	 خرجین 	خرجین	くら袋						
181002	 گردو 	گردو	くるみ						
181003	 گردو 	گردو	くるみ						
75023	 سمور 	سمور	くろてん						
75034	 سمور 	سمور	くろてん						
75030	 سموره 	سمور	くろてん						
191008	 کیک 	کیک2	ケーキ						
82008	 خسیس 	خسیس	けちな						
90025	 خسیسه 	خسیس	けちな						
82008	 کنس 	کنس	けちな						
88003	 دعوا 	دعوا	けんか						
86012	 دعوا 	دعوا	けんか						
86024	 دعوا 	دعوا	けんか						
86035	 دعوا 	دعوا	けんか						
91058	 دعوا 	دعوا	けんか						
102039	 دعوا 	دعوا	けんか						
93033	 پتیاره 	پتیاره	けんか好きの						
123002	 قهوه 	قهوه	コーヒー						
123016	 قهوه 	قهوه	コーヒー						
140012	 قرآن 	قرآن	コーラン						
140016	 قرآن 	قرآن	コーラン						
140018	 قرآن 	قرآن	コーラン						
150003	 قرآن 	قرآن	コーラン						
150003	 قرآن 	قرآن	コーラン						
163007	 قرآن 	قرآن	コーラン						
163008	 قرآن 	قرآن	コーラン						
140013	 سوره 	سوره	コーランの章						
140011	 سوره 	سوره	コーランの章						
87042	 سوسک 	سوسک	ごきぶり						
87007	 سوسکه 	سوسک	ごきぶり						
86003	 سوسکه 	سوسک	ごきぶり						
86005	 سوسکه 	سوسک	ごきぶり						
86012	 سوسکه 	سوسک	ごきぶり						
86014	 سوسکه 	سوسک	ごきぶり						
86016	 سوسکه 	سوسک	ごきぶり						
86028	 سوسکه 	سوسک	ごきぶり						
86035	 سوسکه 	سوسک	ごきぶり						
87017	 سوسکه 	سوسک	ごきぶり						
87026	 سوسکه 	سوسک	ごきぶり						
87043	 سوسکه 	سوسک	ごきぶり						
87062	 سوسکه 	سوسک	ごきぶり						
87068	 سوسکه 	سوسک	ごきぶり						
87071	 سوسکه 	سوسک	ごきぶり						
88003	 سوسکه 	سوسک	ごきぶり						
88007	 سوسکه 	سوسک	ごきぶり						
88015	 سوسکه 	سوسک	ごきぶり						
88025	 سوسکه 	سوسک	ごきぶり						
88040	 سوسکه 	سوسک	ごきぶり						
88041	 سوسکه 	سوسک	ごきぶり						
86002	 سوسکه 	سوسک	ごきぶり						
86004	 سوسکه 	سوسک	ごきぶり						
86010	 سوسکه 	سوسک	ごきぶり						
86018	 سوسکه 	سوسک	ごきぶり						
86030	 سوسکه 	سوسک	ごきぶり						
86030	 سوسکه 	سوسک	ごきぶり						
87002	 سوسکه 	سوسک	ごきぶり						
87006	 سوسکه 	سوسک	ごきぶり						
87071	 سوسکه 	سوسک	ごきぶり						
88002	 سوسکه 	سوسک	ごきぶり						
88006	 سوسکه 	سوسک	ごきぶり						
88014	 سوسکه 	سوسک	ごきぶり						
88024	 سوسکه 	سوسک	ごきぶり						
88032	 سوسکه 	سوسک	ごきぶり						
88039	 سوسکه 	سوسک	ごきぶり						
86007	 سوسکه 	سوسک	ごきぶり						
87016	 سوسکه 	سوسک	ごきぶり						
87025	 سوسکه 	سوسک	ごきぶり						
87058	 سوسکه 	سوسک	ごきぶり						
88032	 سوسکه 	سوسک	ごきぶり						
86004	 سوسوکه 	سوسک	ごきぶり						
75012	 اینجا 	اینجا	ここ（に）						
79020	 اینجا 	اینجا	ここ（に）						
79021	 اینجا 	اینجا	ここ（に）						
79025	 اینجا 	اینجا	ここ（に）						
79022	 اینجا 	اینجا	ここ（に）						
79037	 اینجا 	اینجا	ここ（に）						
79040	 اینجا 	اینجا	ここ（に）						
83007	 اینجا 	اینجا	ここ（に）						
83007	 اینجا 	اینجا	ここ（に）						
85009	 اینجا 	اینجا	ここ（に）						
85011	 اینجا 	اینجا	ここ（に）						
89002	 اینجا 	اینجا	ここ（に）						
89015	 اینجا 	اینجا	ここ（に）						
91012	 اینجا 	اینجا	ここ（に）						
91025	 اینجا 	اینجا	ここ（に）						
91022	 اینجا 	اینجا	ここ（に）						
91023	 اینجا 	اینجا	ここ（に）						
93022	 اینجا 	اینجا	ここ（に）						
94061	 اینجا 	اینجا	ここ（に）						
94027	 اینجا 	اینجا	ここ（に）						
95010	 اینجا 	اینجا	ここ（に）						
95010	 اینجا 	اینجا	ここ（に）						
95010	 اینجا 	اینجا	ここ（に）						
96175	 اینجا 	اینجا	ここ（に）						
96098	 اینجا 	اینجا	ここ（に）						
96116	 اینجا 	اینجا	ここ（に）						
96054	 اینجا 	اینجا	ここ（に）						
96057	 اینجا 	اینجا	ここ（に）						
99022	 اینجا 	اینجا	ここ（に）						
100016	 اینجا 	اینجا	ここ（に）						
101008	 اینجا 	اینجا	ここ（に）						
108004	 اینجا 	اینجا	ここ（に）						
112096	 اینجا 	اینجا	ここ（に）						
112052	 اینجا 	اینجا	ここ（に）						
112006	 اینجا 	اینجا	ここ（に）						
116001	 اینجا 	اینجا	ここ（に）						
120025	 اینجا 	اینجا	ここ（に）						
120027	 اینجا 	اینجا	ここ（に）						
120031	 اینجا 	اینجا	ここ（に）						
120026	 اینجا 	اینجا	ここ（に）						
119012	 اینجا 	اینجا	ここ（に）						
130007	 اینجا 	اینجا	ここ（に）						
133004	 اینجا 	اینجا	ここ（に）						
139029	 اینجا 	اینجا	ここ（に）						
139034	 اینجا 	اینجا	ここ（に）						
141014	 اینجا 	اینجا	ここ（に）						
141005	 اینجا 	اینجا	ここ（に）						
141014	 اینجا 	اینجا	ここ（に）						
141005	 اینجا 	اینجا	ここ（に）						
182001	 اینجا 	اینجا	ここ（に）						
199001	 اینجا 	اینجا	ここ（に）						
181004	 اینجا 	اینجا	ここ（に）						
188001	 اینجا 	اینجا	ここ（に）						
189003	 اینجا 	اینجا	ここ（に）						
135007	 بمالم 	مالیدن	こする						
135007	 بمالم 	مالیدن	こする						
81005	 میماله 	مالیدن	こする						
81005	 میمالید 	مالیدن	こする						
107009	 این ها 	اینا	こちらのもの、人、こと						
119015	 این ها 	اینا	こちらのもの、人、こと						
129006	 این ها 	اینا	こちらのもの、人、こと						
75007	 اینا 	اینا	こちらのもの、人、こと						
79009	 اینا 	اینا	こちらのもの、人、こと						
79014	 اینا 	اینا	こちらのもの、人、こと						
79019	 اینا 	اینا	こちらのもの、人、こと						
79022	 اینا 	اینا	こちらのもの、人、こと						
79030	 اینا 	اینا	こちらのもの、人、こと						
74021	 اینا 	اینا	こちらのもの、人、こと						
75022	 اینا 	اینا	こちらのもの、人、こと						
75024	 اینا 	اینا	こちらのもの、人、こと						
79004	 اینا 	اینا	こちらのもの、人、こと						
79005	 اینا 	اینا	こちらのもの、人、こと						
79013	 اینا 	اینا	こちらのもの、人、こと						
79040	 اینا 	اینا	こちらのもの、人、こと						
107015	 اینا 	اینا	こちらのもの、人、こと						
107025	 اینا 	اینا	こちらのもの、人、こと						
107025	 اینا 	اینا	こちらのもの、人、こと						
120017	 اینا 	اینا	こちらのもの、人、こと						
120020	 اینا 	اینا	こちらのもの、人、こと						
120016	 اینا 	اینا	こちらのもの、人、こと						
124004	 اینا 	اینا	こちらのもの、人、こと						
124007	 اینا 	اینا	こちらのもの、人、こと						
125004	 اینا 	اینا	こちらのもの、人、こと						
123012	 اینا 	اینا	こちらのもの、人、こと						
124002	 اینا 	اینا	こちらのもの、人、こと						
124004	 اینا 	اینا	こちらのもの、人、こと						
124004	 اینا 	اینا	こちらのもの、人、こと						
124004	 اینا 	اینا	こちらのもの、人、こと						
126013	 اینا 	اینا	こちらのもの、人、こと						
130004	 اینا 	اینا	こちらのもの、人、こと						
126012	 اینا 	اینا	こちらのもの、人、こと						
134003	 اینا 	اینا	こちらのもの、人、こと						
134007	 اینا 	اینا	こちらのもの、人、こと						
134004	 اینا 	اینا	こちらのもの、人、こと						
134007	 اینا 	اینا	こちらのもの、人、こと						
150022	 اینا 	اینا	こちらのもの、人、こと						
150022	 اینا 	اینا	こちらのもの、人、こと						
134006	 اینام 	اینا	こちらのもの、人、こと						
130013	 اینای 	اینا	こちらのもの、人、こと						
82010	 دزدکیه 	دزدکی	こっそりと						
77015	 پیامی 	پیام	ことづけ						
77012	 پیغام 	پیغام	ことづけ						
77010	 پیغامی 	پیغام	ことづけ						
112011	 خمیر 	خمیر	こね粉						
150004	 خُمِیر 	خمیر	こね粉						
150004	 خُمِیر 	خمیر	こね粉						
112011	 خمیرا 	خمیر	こね粉						
96074	 ای 	این	この						
200001	 ای 	این	この						
125004	 این	این	この						
150004	 این	این	この						
150004	 این	این	この						
73006	 این 	این	この						
74001	 این 	این	この						
74002	 این 	این	この						
74003	 این 	این	この						
74032	 این 	این	この						
74037	 این 	این	この						
74040	 این 	این	この						
79003	 این 	این	この						
79027	 این 	این	この						
72023	 این 	این	この						
73003	 این 	این	この						
73008	 این 	این	この						
74022	 این 	این	この						
75015	 این 	این	この						
75023	 این 	این	この						
75030	 این 	این	この						
76012	 این 	این	この						
77015	 این 	این	この						
78001	 این 	این	この						
79014	 این 	این	この						
79028	 این 	این	この						
75006	 این 	این	この						
75026	 این 	این	この						
75030	 این 	این	この						
76010	 این 	این	この						
77001	 این 	این	この						
77002	 این 	این	この						
77013	 این 	این	この						
78007	 این 	این	この						
78008	 این 	این	この						
79040	 این 	این	この						
72013	 این 	این	この						
72020	 این 	این	この						
72020	 این 	این	この						
74030	 این 	این	この						
75014	 این 	این	この						
77005	 این 	این	この						
78008	 این 	این	この						
79021	 این 	این	この						
80016	 این 	این	この						
81008	 این 	این	この						
82019	 این 	این	この						
82019	 این 	این	この						
83004	 این 	این	この						
83008	 این 	این	この						
84012	 این 	این	この						
84013	 این 	این	この						
84016	 این 	این	この						
84025	 این 	این	この						
80011	 این 	این	この						
81007	 این 	این	この						
82006	 این 	این	この						
82019	 این 	این	この						
83001	 این 	این	この						
83002	 این 	این	この						
83017	 این 	این	この						
84001	 این 	این	この						
84003	 این 	این	この						
84005	 این 	این	この						
84024	 این 	این	この						
85003	 این 	این	この						
85005	 این 	این	この						
85008	 این 	این	この						
85010	 این 	این	この						
85012	 این 	این	この						
80014	 این 	این	この						
81007	 این 	این	この						
83029	 این 	این	この						
85004	 این 	این	この						
85013	 این 	این	この						
80001	 این 	این	この						
80014	 این 	این	この						
88030	 این 	این	この						
87063	 این 	این	この						
87068	 این 	این	この						
87068	 این 	این	この						
88003	 این 	این	この						
88030	 این 	این	この						
89020	 این 	این	この						
89029	 این 	این	この						
90013	 این 	این	この						
90025	 این 	این	この						
87057	 این 	این	この						
87062	 این 	این	この						
87065	 این 	این	この						
88004	 این 	این	この						
88028	 این 	این	この						
89022	 این 	این	この						
89032	 این 	این	この						
90004	 این 	این	この						
86013	 این 	این	この						
86025	 این 	این	この						
86036	 این 	این	この						
87012	 این 	این	この						
87022	 این 	این	この						
87031	 این 	این	この						
87039	 این 	این	この						
87064	 این 	این	この						
88011	 این 	این	この						
88020	 این 	این	この						
88035	 این 	این	この						
89002	 این 	این	この						
89025	 این 	این	この						
89027	 این 	این	この						
89031	 این 	این	この						
90017	 این 	این	この						
89027	 این 	این	この						
89027	 این 	این	この						
89036	 این 	این	この						
91015	 این 	این	この						
91061	 این 	این	この						
92013	 این 	این	この						
92025	 این 	این	この						
92028	 این 	این	この						
91001	 این 	این	この						
91020	 این 	این	この						
91057	 این 	این	この						
91060	 این 	این	この						
92008	 این 	این	この						
92009	 این 	این	この						
92011	 این 	این	この						
92011	 این 	این	この						
91007	 این 	این	この						
91010	 این 	این	この						
91027	 این 	این	この						
91054	 این 	این	この						
92008	 این 	این	この						
92012	 این 	این	この						
92027	 این 	این	この						
92028	 این 	این	この						
92047	 این 	این	この						
91011	 این 	این	この						
91052	 این 	این	この						
91054	 این 	این	この						
91038	 این 	این	この						
92006	 این 	این	この						
93003	 این 	این	この						
93012	 این 	این	この						
94013	 این 	این	この						
94035	 این 	این	この						
94042	 این 	این	この						
94054	 این 	این	この						
93002	 این 	این	この						
93004	 این 	این	この						
94003	 این 	این	この						
94003	 این 	این	この						
94011	 این 	این	この						
94023	 این 	این	この						
94033	 این 	این	この						
94048	 این 	این	この						
94048	 این 	این	この						
94051	 این 	این	この						
94062	 این 	این	この						
93008	 این 	این	この						
93011	 این 	این	この						
93026	 این 	این	この						
93028	 این 	این	この						
93032	 این 	این	この						
94004	 این 	این	この						
94018	 این 	این	この						
94034	 این 	این	この						
94039	 این 	این	この						
94042	 این 	این	この						
93012	 این 	این	この						
93015	 این 	این	この						
94041	 این 	این	この						
94055	 این 	این	この						
94031	 این 	این	この						
94039	 این 	این	この						
95013	 این 	این	この						
95028	 این 	این	この						
95035	 این 	این	この						
95015	 این 	این	この						
96023	 این 	این	この						
96006	 این 	این	この						
96008	 این 	این	この						
96058	 این 	این	この						
96064	 این 	این	この						
96070	 این 	این	この						
96085	 این 	این	この						
96130	 این 	این	この						
96131	 این 	این	この						
96136	 این 	این	この						
96136	 این 	این	この						
96140	 این 	این	この						
96155	 این 	این	この						
96025	 این 	این	この						
96045	 این 	این	この						
96055	 این 	این	この						
96062	 این 	این	この						
96076	 این 	این	この						
96079	 این 	این	この						
96120	 این 	این	この						
96122	 این 	این	この						
96125	 این 	این	この						
96090	 این 	این	この						
96102	 این 	این	この						
96153	 این 	این	この						
96005	 این 	این	この						
96083	 این 	این	この						
96140	 این 	این	この						
96166	 این 	این	この						
96089	 این 	این	この						
96004	 این 	این	この						
98003	 این 	این	この						
99007	 این 	این	この						
98012	 این 	این	この						
98021	 این 	این	この						
99006	 این 	این	この						
99009	 این 	این	この						
99017	 این 	این	この						
99023	 این 	این	この						
100020	 این 	این	この						
98019	 این 	این	この						
99005	 این 	این	この						
99014	 این 	این	この						
99025	 این 	این	この						
99026	 این 	این	この						
100005	 این 	این	この						
100015	 این 	این	この						
99003	 این 	این	この						
99006	 این 	این	この						
99013	 این 	این	この						
99016	 این 	این	この						
99025	 این 	این	この						
99025	 این 	این	この						
100013	 این 	این	この						
100016	 این 	این	この						
99015	 این 	این	この						
99025	 این 	این	この						
100015	 این 	این	この						
99014	 این 	این	この						
102002	 این 	این	この						
102006	 این 	این	この						
102011	 این 	این	この						
102014	 این 	این	この						
102043	 این 	این	この						
102043	 این 	این	この						
102049	 این 	این	この						
102055	 این 	این	この						
102057	 این 	این	この						
101003	 این 	این	この						
102004	 این 	این	この						
102005	 این 	این	この						
102015	 این 	این	この						
102015	 این 	این	この						
102018	 این 	این	この						
102022	 این 	این	この						
102033	 این 	این	この						
102034	 این 	این	この						
102035	 این 	این	この						
102047	 این 	این	この						
101002	 این 	این	この						
101004	 این 	این	この						
102008	 این 	این	この						
102009	 این 	این	この						
102014	 این 	این	この						
102018	 این 	این	この						
102021	 این 	این	この						
102041	 این 	این	この						
102046	 این 	این	この						
102049	 این 	این	この						
102050	 این 	این	この						
102055	 این 	این	この						
102060	 این 	این	この						
102019	 این 	این	この						
102034	 این 	این	この						
102043	 این 	این	この						
102052	 این 	این	この						
103024	 این 	این	この						
103019	 این 	این	この						
103023	 این 	این	この						
103003	 این 	این	この						
103005	 این 	این	この						
103007	 این 	این	この						
103015	 این 	این	この						
103017	 این 	این	この						
103023	 این 	این	この						
107029	 این 	این	この						
107004	 این 	این	この						
107009	 این 	این	この						
107012	 این 	این	この						
107026	 این 	این	この						
106002	 این 	این	この						
107010	 این 	این	この						
106002	 این 	این	この						
106008	 این 	این	この						
110016	 این 	این	この						
109019	 این 	این	この						
110003	 این 	این	この						
110015	 این 	این	この						
110018	 این 	این	この						
110031	 این 	این	この						
110032	 این 	این	この						
108004	 این 	این	この						
108005	 این 	این	この						
109022	 این 	این	この						
110002	 این 	این	この						
110005	 این 	این	この						
110013	 این 	این	この						
110013	 این 	این	この						
110018	 این 	این	この						
110018	 این 	این	この						
110025	 این 	این	この						
110006	 این 	این	この						
110011	 این 	این	この						
110018	 این 	این	この						
110019	 این 	این	この						
110027	 این 	این	この						
109020	 این 	این	この						
110019	 این 	این	この						
110018	 این 	این	この						
112012	 این 	این	この						
111006	 این 	این	この						
112032	 این 	این	この						
112050	 این 	این	この						
112055	 این 	این	この						
112084	 این 	این	この						
112091	 این 	این	この						
113004	 این 	این	この						
113005	 این 	این	この						
114002	 این 	این	この						
114004	 این 	این	この						
112003	 این 	این	この						
112009	 این 	این	この						
112037	 این 	این	この						
112039	 این 	این	この						
112048	 این 	این	この						
112055	 این 	این	この						
112087	 این 	این	この						
112105	 این 	این	この						
113002	 این 	این	この						
113004	 این 	این	この						
113018	 این 	این	この						
114004	 این 	این	この						
115006	 این 	این	この						
111012	 این 	این	この						
112008	 این 	این	この						
112060	 این 	این	この						
112067	 این 	این	この						
112087	 این 	این	この						
113004	 این 	این	この						
114004	 این 	این	この						
112065	 این 	این	この						
114004	 این 	این	この						
112025	 این 	این	この						
113004	 این 	این	この						
120005	 این 	این	この						
120010	 این 	این	この						
120028	 این 	این	この						
120034	 این 	این	この						
116003	 این 	این	この						
119008	 این 	این	この						
119014	 این 	این	この						
119022	 این 	این	この						
120004	 این 	این	この						
120009	 این 	این	この						
120011	 این 	این	この						
116002	 این 	این	この						
118002	 این 	این	この						
119002	 این 	این	この						
119007	 این 	این	この						
119020	 این 	این	この						
120011	 این 	این	この						
120035	 این 	این	この						
120035	 این 	این	この						
119004	 این 	این	この						
119011	 این 	این	この						
119023	 این 	این	この						
119012	 این 	این	この						
123013	 این 	این	この						
123016	 این 	این	この						
124005	 این 	این	この						
125004	 این 	این	この						
125006	 این 	این	この						
122002	 این 	این	この						
122004	 این 	این	この						
123017	 این 	این	この						
124002	 این 	این	この						
125006	 این 	این	この						
121003	 این 	این	この						
122001	 این 	این	この						
122001	 این 	این	この						
122002	 این 	این	この						
123006	 این 	این	この						
123015	 این 	این	この						
123019	 این 	این	この						
124005	 این 	این	この						
121003	 این 	این	この						
121005	 این 	این	この						
121005	 این 	این	この						
122002	 این 	این	この						
122004	 این 	این	この						
123014	 این 	این	この						
123019	 این 	این	この						
124004	 این 	این	この						
121004	 این 	این	この						
121004	 این 	این	この						
121005	 این 	این	この						
121001	 این 	این	この						
130008	 این 	این	この						
130013	 این 	این	この						
129005	 این 	این	この						
129009	 این 	این	この						
130007	 این 	این	この						
130009	 این 	این	この						
130012	 این 	این	この						
129011	 این 	این	この						
130012	 این 	این	この						
130008	 این 	این	この						
130010	 این 	این	この						
133002	 این 	این	この						
134002	 این 	این	この						
131008	 این 	این	この						
131008	 این 	این	この						
131012	 این 	این	この						
135005	 این 	این	この						
134004	 این 	این	この						
134005	 این 	این	この						
135002	 این 	این	この						
137002	 این 	این	この						
137003	 این 	این	この						
137005	 این 	این	この						
139025	 این 	این	この						
139038	 این 	این	この						
140008	 این 	این	この						
136005	 این 	این	この						
136006	 این 	این	この						
137002	 این 	این	この						
137003	 این 	این	この						
138006	 این 	این	この						
139010	 این 	این	この						
139015	 این 	این	この						
139021	 این 	این	この						
139024	 این 	این	この						
