34025	 دوتاش 	او	三人称単数人称代名詞（彼、彼女）	تا	・・・個pos_num:sp_	دو	2
43034	 پادشاه 	پادشاه	王				
43034	 پادشاه 	پادشاه	王				
43037	 پادشاه 	پادشاه	王				
44002	 پادشاه 	پادشاه	王				
44003	 پادشاه 	پادشاه	王				
44004	 پادشاه 	پادشاه	王				
44005	 پادشاه 	پادشاه	王				
44066	 پادشاه 	پادشاه	王				
44069	 پادشاه 	پادشاه	王				
44069	 پادشاه 	پادشاه	王				
44069	 پادشاه 	پادشاه	王				
44070	 پادشاه 	پادشاه	王				
44072	 پادشاه 	پادشاه	王				
44073	 پادشاه 	پادشاه	王				
44077	 پادشاه 	پادشاه	王				
44081	 پادشاه 	پادشاه	王				
44088	 پادشاه 	پادشاه	王				
45001	 پادشاه 	پادشاه	王				
45009	 پادشاه 	پادشاه	王				
45009	 پادشاه 	پادشاه	王				
45011	 پادشاه 	پادشاه	王				
45026	 پادشاه 	پادشاه	王				
46005	 پادشاه 	پادشاه	王				
46006	 پادشاه 	پادشاه	王				
46010	 پادشاه 	پادشاه	王				
46012	 پادشاه 	پادشاه	王				
46013	 پادشاه 	پادشاه	王				
46014	 پادشاه 	پادشاه	王				
46015	 پادشاه 	پادشاه	王				
46023	 پادشاه 	پادشاه	王				
46034	 پادشاه 	پادشاه	王				
46059	 پادشاه 	پادشاه	王				
47011	 پادشاه 	پادشاه	王				
47012	 پادشاه 	پادشاه	王				
48002	 پادشاه 	پادشاه	王				
48008	 پادشاه 	پادشاه	王				
48010	 پادشاه 	پادشاه	王				
48011	 پادشاه 	پادشاه	王				
48015	 پادشاه 	پادشاه	王				
48015	 پادشاه 	پادشاه	王				
48020	 پادشاه 	پادشاه	王				
50027	 پادشاه 	پادشاه	王				
50059	 پادشاه 	پادشاه	王				
50060	 پادشاه 	پادشاه	王				
50062	 پادشاه 	پادشاه	王				
50085	 پادشاه 	پادشاه	王				
53092	 پادشاه 	پادشاه	王				
53092	 پادشاه 	پادشاه	王				
53093	 پادشاه 	پادشاه	王				
53094	 پادشاه 	پادشاه	王				
53095	 پادشاه 	پادشاه	王				
53096	 پادشاه 	پادشاه	王				
53097	 پادشاه 	پادشاه	王				
53099	 پادشاه 	پادشاه	王				
63004	 پادشاه 	پادشاه	王				
63005	 پادشاه 	پادشاه	王				
63007	 پادشاه 	پادشاه	王				
63009	 پادشاه 	پادشاه	王				
63012	 پادشاه 	پادشاه	王				
63015	 پادشاه 	پادشاه	王				
63016	 پادشاه 	پادشاه	王				
63033	 پادشاه 	پادشاه	王				
63038	 پادشاه 	پادشاه	王				
63039	 پادشاه 	پادشاه	王				
37028	 پادشاه های 	پادشاه	王				
31030	 پادشاهه 	پادشاه	王				
35001	 پادشاهی 	پادشاه	王				
37022	 پادشاهی 	پادشاه	王				
37055	 پادشاهی 	پادشاه	王				
41057	 پادشاهی 	پادشاه	王				
43001	 پادشاهی 	پادشاه	王				
48001	 پادشاهی 	پادشاه	王				
48006	 پادشاهی 	پادشاه	王				
50002	 پادشاهی 	پادشاه	王				
50017	 پادشاهی 	پادشاه	王				
63003	 پادشاهی 	پادشاه	王				
41013	 سلطان 	سلطان	王				
57036	 سلطانی 	سلطان	王				
31013	 شاه 	شاه	王				
31014	 شاه 	شاه	王				
31016	 شاه 	شاه	王				
36010	 شاه 	شاه	王				
36011	 شاه 	شاه	王				
36015	 شاه 	شاه	王				
36016	 شاه 	شاه	王				
36019	 شاه 	شاه	王				
36022	 شاه 	شاه	王				
36022	 شاه 	شاه	王				
36023	 شاه 	شاه	王				
36023	 شاه 	شاه	王				
36025	 شاه 	شاه	王				
36027	 شاه 	شاه	王				
36028	 شاه 	شاه	王				
37027	 شاه 	شاه	王				
37027	 شاه 	شاه	王				
37031	 شاه 	شاه	王				
37031	 شاه 	شاه	王				
44067	 شاه 	شاه	王				
44068	 شاه 	شاه	王				
44075	 شاه 	شاه	王				
44075	 شاه 	شاه	王				
44086	 شاه 	شاه	王				
44089	 شاه 	شاه	王				
46074	 شاه 	شاه	王				
57035	 شاه 	شاه	王				
57048	 شاه 	شاه	王				
57051	 شاه 	شاه	王				
35004	 سلطنتی 	سلطنتی	王の				
40028	 شاه زاده 	شاهزاده	王子				
35020	 بوم 	بام	屋根				
55005	 منتهای 	منت	恩恵				
31013	 صدا 	صدا	音				
32037	 صدا 	صدا	音				
32062	 صدا 	صدا	音				
39018	 صدا 	صدا	音				
44019	 صدا 	صدا	音				
44025	 صدا 	صدا	音				
46020	 صدا 	صدا	音				
46021	 صدا 	صدا	音				
46032	 صدا 	صدا	音				
46033	 صدا 	صدا	音				
53035	 صدا 	صدا	音				
53120	 صدا 	صدا	音				
57021	 صدا 	صدا	音				
57025	 صدا 	صدا	音				
59069	 صدا 	صدا	音				
59076	 صدا 	صدا	音				
36037	 صدای 	صدا	音				
36038	 صدای 	صدا	音				
40017	 صدای 	صدا	音				
40017	 صدای 	صدا	音				
59053	 صدای 	صدا	音				
59059	 صدای 	صدا	音				
44022	 صدایه 	صدا	音				
44017	 صدایی 	صدا	音				
35021	 پایین 	پایین	下に				
35021	 پایین 	پایین	下に				
37051	 پایین 	پایین	下に				
38008	 پایین 	پایین	下に				
39009	 پایین 	پایین	下に				
45043	 پایین 	پایین	下に				
47021	 پایین 	پایین	下に				
47022	 پایین 	پایین	下に				
53049	 پایین 	پایین	下に				
53050	 پایین 	پایین	下に				
58031	 پایین 	پایین	下に				
58034	 پایین 	پایین	下に				
58037	 پایین 	پایین	下に				
58038	 پایین 	پایین	下に				
58041	 پایین 	پایین	下に				
58051	 پایین 	پایین	下に				
67007	 پایینتر 	پایین	下に				
53070	 ارزش 	ارزش	価値				
55005	 ارزش 	ارزش	価値				
50042	 قد 	قدر	価値				
55007	 قدر 	قدر	価値				
40035	 ممکن 	ممکن	可能な				
59006	 ممکن 	ممکن	可能な				
59062	 ممکنه 	ممکن	可能な				
34045	 تو 	خانه	家				
33022	 خانه 	خانه	家				
46013	 خانه 	خانه	家				
46014	 خانه 	خانه	家				
51005	 خانه 	خانه	家				
51007	 خانه 	خانه	家				
51011	 خانه 	خانه	家				
51015	 خانه 	خانه	家				
51004	 خانه ای 	خانه	家				
51003	 خانه ها	خانه	家				
53011	 خونای 	خانه	家				
33010	 خونه 	خانه	家				
33010	 خونه 	خانه	家				
33010	 خونه 	خانه	家				
33012	 خونه 	خانه	家				
33012	 خونه 	خانه	家				
33015	 خونه 	خانه	家				
33020	 خونه 	خانه	家				
33021	 خونه 	خانه	家				
38022	 خونه 	خانه	家				
38022	 خونه 	خانه	家				
31031	 خونه 	خانه	家				
31032	 خونه 	خانه	家				
31046	 خونه 	خانه	家				
31048	 خونه 	خانه	家				
32003	 خونه 	خانه	家				
32022	 خونه 	خانه	家				
32035	 خونه 	خانه	家				
32055	 خونه 	خانه	家				
34010	 خونه 	خانه	家				
34010	 خونه 	خانه	家				
34012	 خونه 	خانه	家				
34031	 خونه 	خانه	家				
34035	 خونه 	خانه	家				
34036	 خونه 	خانه	家				
34038	 خونه 	خانه	家				
34038	 خونه 	خانه	家				
34045	 خونه 	خانه	家				
34049	 خونه 	خانه	家				
37013	 خونه 	خانه	家				
37017	 خونه 	خانه	家				
37019	 خونه 	خانه	家				
41044	 خونه 	خانه	家				
42012	 خونه 	خانه	家				
42014	 خونه 	خانه	家				
44002	 خونه 	خانه	家				
44009	 خونه 	خانه	家				
44010	 خونه 	خانه	家				
44026	 خونه 	خانه	家				
44027	 خونه 	خانه	家				
44027	 خونه 	خانه	家				
44027	 خونه 	خانه	家				
44027	 خونه 	خانه	家				
44027	 خونه 	خانه	家				
44029	 خونه 	خانه	家				
44030	 خونه 	خانه	家				
44042	 خونه 	خانه	家				
44043	 خونه 	خانه	家				
44047	 خونه 	خانه	家				
44065	 خونه 	خانه	家				
44070	 خونه 	خانه	家				
44078	 خونه 	خانه	家				
44078	 خونه 	خانه	家				
45004	 خونه 	خانه	家				
45005	 خونه 	خانه	家				
45031	 خونه 	خانه	家				
46040	 خونه 	خانه	家				
46041	 خونه 	خانه	家				
47029	 خونه 	خانه	家				
47032	 خونه 	خانه	家				
47048	 خونه 	خانه	家				
50044	 خونه 	خانه	家				
50045	 خونه 	خانه	家				
50084	 خونه 	خانه	家				
53002	 خونه 	خانه	家				
53006	 خونه 	خانه	家				
53009	 خونه 	خانه	家				
53032	 خونه 	خانه	家				
53032	 خونه 	خانه	家				
53032	 خونه 	خانه	家				
56008	 خونه 	خانه	家				
56011	 خونه 	خانه	家				
57004	 خونه 	خانه	家				
57025	 خونه 	خانه	家				
58003	 خونه 	خانه	家				
58055	 خونه 	خانه	家				
58055	 خونه 	خانه	家				
58056	 خونه 	خانه	家				
58057	 خونه 	خانه	家				
59007	 خونه 	خانه	家				
60004	 خونه 	خانه	家				
61007	 خونه 	خانه	家				
61008	 خونه 	خانه	家				
61012	 خونه 	خانه	家				
61019	 خونه 	خانه	家				
62008	 خونه 	خانه	家				
62012	 خونه 	خانه	家				
62013	 خونه 	خانه	家				
62014	 خونه 	خانه	家				
62015	 خونه 	خانه	家				
62016	 خونه 	خانه	家				
62018	 خونه 	خانه	家				
62024	 خونه 	خانه	家				
62026	 خونه 	خانه	家				
62029	 خونه 	خانه	家				
62030	 خونه 	خانه	家				
62031	 خونه 	خانه	家				
64005	 خونه 	خانه	家				
66026	 خونه 	خانه	家				
66027	 خونه 	خانه	家				
66031	 خونه 	خانه	家				
67016	 خونه 	خانه	家				
67016	 خونه 	خانه	家				
67031	 خونه 	خانه	家				
71017	 خونه 	خانه	家				
33009	 خونه ای 	خانه	家				
44064	 خونه ای 	خانه	家				
63010	 دار 	دار	家				
31034	 خونگی 	خانگی	家の				
44088	 خانواده 	خانواده	家族				
52005	 فامیلای 	فامیل	家族				
65001	 دامداری 	دامدار	家畜商人				
50039	 میوه 	میوه	果物				
50044	 میوه 	میوه	果物				
61009	 آتش 	آتش	火				
69015	 آتش 	آتش	火				
50078	 آتیش 	آتش	火				
61015	 آتیش 	آتش	火				
62020	 آتیش 	آتش	火				
62027	 آتیش 	آتش	火				
62031	 آتیش 	آتش	火				
62032	 آتیش 	آتش	火				
62033	 آتیش 	آتش	火				
34060	 گلها 	گل	花				
34060	 گلی 	گل	花				
48010	 عروس 	عروس	花嫁				
45027	 عروس 	عروس	花嫁				
45035	 عروس 	عروس	花嫁				
46042	 عروسه 	عروس	花嫁				
32017	 بار 	بار	荷				
48008	 بار 	بار	荷				
50039	 بار 	بار	荷				
53070	 بار 	بار	荷				
54001	 بار 	بار	荷				
54013	 بار 	بار	荷				
54016	 بار 	بار	荷				
57008	 بار 	بار	荷				
57010	 بار 	بار	荷				
54012	 بارِ 	بار	荷				
37030	 دبدبه 	دبدبه	華麗				
37030	 کبکبه 	کبکبه	華麗				
44033	 سکه 	سکه	貨幣				
44038	 سکه 	سکه	貨幣				
44038	 سکه 	سکه	貨幣				
44058	 صاحب 	صحبت	会話				
34010	 صحبت 	صحبت	会話				
34011	 صحبت 	صحبت	会話				
44056	 صحبت 	صحبت	会話				
44088	 صحبت 	صحبت	会話				
47030	 صحبت 	صحبت	会話				
47030	 صحبت 	صحبت	会話				
35003	 حل 	حل	解決				
35005	 حل 	حل	解決				
35005	 حل 	حل	解決				
35005	 حل 	حل	解決				
35006	 حل 	حل	解決				
35007	 حل 	حل	解決				
35014	 حل 	حل	解決				
35024	 حل 	حل	解決				
32004	 بار 	بار	回				
37056	 بار 	بار	回				
42003	 بار 	بار	回				
44036	 بار 	بار	回				
44037	 بار 	بار	回				
53063	 بار 	بار	回				
56017	 بار 	بار	回				
60003	 بار 	بار	回				
60005	 بار 	بار	回				
65008	 بار 	بار	回				
65008	 بار 	بار	回				
39018	 دفعه 	دفعه	回				
36038	 دفعه 	دفعه	回				
44024	 دفه 	دفعه	回				
59041	 دفه 	دفعه	回				
45041	 گردوندن 	گرداندن	回す				
49033	 گردوندی 	گرداندن	回す				
49038	 گردوندی 	گرداندن	回す				
53085	 بگردیم 	گشتن	回る				
60003	 گرد 	گشتن	回る				
41021	 گشت 	گشتن	回る				
41057	 گشت 	گشتن	回る				
45044	 گشت 	گشتن	回る				
46015	 گشت 	گشتن	回る				
46042	 گشت 	گشتن	回る				
46062	 گشت 	گشتن	回る				
35007	 گشتن 	گشتن	回る				
44007	 گشتن 	گشتن	回る				
32055	 گشتیم 	گشتن	回る				
47048	 میگده 	گشتن	回る				
44022	 میگرده 	گشتن	回る				
44025	 میگرده 	گشتن	回る				
44025	 میگرده 	گشتن	回る				
44084	 میگرده 	گشتن	回る				
48013	 میگرده 	گشتن	回る				
53023	 میگرده 	گشتن	回る				
45029	 میگشت 	گشتن	回る				
53087	 میگشتن 	گشتن	回る				
58043	 میگشتند 	گشتن	回る				
59047	 عیش 	عیش	快楽				
37035	 دریا 	دریا	海				
42005	 دریا 	دریا	海				
53103	 دریا 	دریا	海				
53106	 دریا 	دریا	海				
53107	 دریا 	دریا	海				
53110	 دریا 	دریا	海				
53115	 دریا 	دریا	海				
53116	 دریا 	دریا	海				
53109	 ساحل 	ساحل	海岸				
31017	 خاکسر 	خاکستر	灰				
31019	 خاکسر 	خاکستر	灰				
32008	 با 	باز	開いた				
32022	 باز 	باز	開いた				
32023	 باز 	باز	開いた				
32035	 باز 	باز	開いた				
44011	 باز 	باز	開いた				
44028	 باز 	باز	開いた				
44029	 باز 	باز	開いた				
44030	 باز 	باز	開いた				
44031	 باز 	باز	開いた				
50041	 باز 	باز	開いた				
32012	 باز 	باز	開いた				
32016	 وا 	باز	開いた				
32015	 وا 	باز	開いた				
32064	 وا 	باز	開いた				
44036	 واز 	باز	開いた				
44037	 واز 	باز	開いた				
32014	 بنا 	بنا	開始				
32016	 بنا 	بنا	開始				
41007	 بنا 	بنا	開始				
57039	 بنا 	بناء	開始				
32003	 بیرون 	بیرون	外で				
34010	 بیرون 	بیرون	外で				
34012	 بیرون 	بیرون	外で				
37019	 بیرون 	بیرون	外で				
38022	 بیرون 	بیرون	外で				
38023	 بیرون 	بیرون	外で				
38024	 بیرون 	بیرون	外で				
42014	 بیرون 	بیرون	外で				
44031	 بیرون 	بیرون	外で				
44040	 بیرون 	بیرون	外で				
50035	 بیرون 	بیرون	外で				
50037	 بیرون 	بیرون	外で				
50062	 بیرون 	بیرون	外で				
50081	 بیرون 	بیرون	外で				
51005	 بیرون 	بیرون	外で				
53040	 بیرون 	بیرون	外で				
53050	 بیرون 	بیرون	外で				
57047	 بیرون 	بیرون	外で				
61006	 بیرون 	بیرون	外で				
61008	 بیرون 	بیرون	外で				
61012	 بیرون 	بیرون	外で				
62013	 بیرون 	بیرون	外で				
64014	 بیرون 	بیرون	外で				
35002	 خارج 	خارج	外の				
44059	 در 	در	外へ				
44070	 در 	در	外へ				
59067	 صید 	صید	獲物				
33005	 حتماً 	حتما	確かに				
33013	 حتماً 	حتما	確かに				
49021	 حتماً 	حتما	確かに				
71016	 حتماً 	حتما	確かに				
53120	 شاخ 	شاخ	角				
53121	 شاخ 	شاخ	角				
53120	 شاخدار 	شاخدار	角のある				
53121	 شاخدار 	شاخدار	角のある				
31004	 مدرسه 	مدرسه	学校				
31005	 مدرسه 	مدرسه	学校				
31015	 مدرسه 	مدرسه	学校				
31018	 مدرسه 	مدرسه	学校				
31019	 مدرسه 	مدرسه	学校				
31019	 مدرسه 	مدرسه	学校				
31019	 مدرسه 	مدرسه	学校				
32050	 مدرسه 	مدرسه	学校				
45016	 مدرسه 	مدرسه	学校				
45017	 مدرسه 	مدرسه	学校				
43009	 دانشمندان 	دانشمند	学問のある				
43002	 دانشمندانی 	دانشمند	学問のある				
49003	 عالم 	عالم	学問のある				
59048	 ساز 	ساز	楽器				
32064	 گیس 	گیس	巻き髪				
36010	 پیچید 	پیچیدن	巻く				
58012	 میپاچید 	پیچیدن	巻く				
44065	 میپیچه 	پیچیدن	巻く				
44004	 دچار 	دچار	巻込まれる				
62035	 تشکر 	تشکر	感謝				
59059	 مرسومه 	مرسوم	慣習				
43006	 مراقبت 	مراقب	監視する				
43006	 مراقبت 	مراقب	監視する				
53069	 ساده 	ساده	簡単な				
59084	 ساده 	ساده	簡単な				
59010	 ساده ای 	ساده	簡単な				
47023	 اشتباه 	اشتباه	間違い				
55009	 اشتباه 	اشتباه	間違い				
34047	 اشتباه 	اشتباه	間違い				
59056	 اشتباه 	اشتباه	間違い				
53007	 رابطه 	رابطه	関係				
59004	 رابطه 	رابطه	関係				
59005	 رابطه 	رابطه	関係				
67038	 نسبت 	نسبت	関連				
50001	 گنبد 	گنبد	丸屋根				
54007	 کنده 	کنده	丸太				
43015	 چهره 	چهره	顔				
46016	 رو 	رو	顔				
51016	 صورت 	صورت	顔				
62014	 صورت 	صورت	顔				
33005	 خواهش 	خواهش	願い				
35006	 درخواست 	درخواست	願い				
37028	 خواستار 	خواستار	願う				
58034	 شادی 	شادی	喜び				
59048	 شادی 	شادی	喜び				
59053	 شادی 	شادی	喜び				
59053	 شادی 	شادی	喜び				
59059	 شادی 	شادی	喜び				
59065	 شادی 	شادی	喜び				
40028	 خوشحال 	خوشحال	嬉しい				
44039	 خوشحال 	خوشحال	嬉しい				
50085	 خوشحال 	خوشحال	嬉しい				
62035	 خوشحال 	خوشحال	嬉しい				
66008	 طفیلی 	طفیلی	寄生虫				
66010	 طفیلی 	طفیلی	寄生虫				
66017	 طفیلی 	طفیلی	寄生虫				
66025	 طفیلی 	طفیلی	寄生虫				
66028	 طفیلیه 	طفیلی	寄生虫				
44008	 امیدوار 	امیدوار	希望（期待）する				
49002	 دوخته 	دوخته	既製の				
34012	 مدت 	مدت	期間				
34013	 مدت 	مدت	期間				
44007	 مدت 	مدت	期間				
50083	 مدت ها 	مدت	期間				
41009	 مدت هایی 	مدت	期間				
41035	 مدت هایی 	مدت	期間				
41036	 مدت هایی 	مدت	期間				
41045	 مدت هایی 	مدت	期間				
41050	 مدت هایی 	مدت	期間				
48014	 مدت هایی 	مدت	期間				
48015	 مدت هایی 	مدت	期間				
32051	 مدتی 	مدت	期間				
37021	 مدتی 	مدت	期間				
40007	 مدتی 	مدت	期間				
40016	 مدتی 	مدت	期間				
40018	 مدتی 	مدت	期間				
40019	 مدتی 	مدت	期間				
40023	 مدتی 	مدت	期間				
40029	 مدتی 	مدت	期間				
43030	 مدتی 	مدت	期間				
43033	 مدتی 	مدت	期間				
43035	 مدتی 	مدت	期間				
44011	 مدتی 	مدت	期間				
48008	 مدتی 	مدت	期間				
48020	 مدتی 	مدت	期間				
40023	 بیهوشی 	بیهوش	気を失った				
40023	 غش 	غش	気絶				
50060	 غش 	غش	気絶				
50061	 غش 	غش	気絶				
59017	 دعا 	دعا	祈り				
59023	 دعا 	دعا	祈り				
67026	 مسای 	مسای	祈り				
58012	 خاطر 	خاطر	記憶				
68012	 خاطر 	خاطر	記憶				
50079	 خاطر 	خاطر	記憶				
61004	 خاطر 	خاطر	記憶				
35002	 خاطر ای 	خاطر	記憶				
38022	 خاطره 	خاطره	記憶				
59056	 یاد 	یاد	記憶				
59060	 یاد 	یاد	記憶				
59073	 یاد 	یاد	記憶				
59075	 یاد 	یاد	記憶				
59077	 یاد 	یاد	記憶				
62034	 یاد 	یاد	記憶				
50035	 یاد 	یاد	記憶				
50035	 یاد 	یاد	記憶				
48013	 قیام 	قیام	起立				
48013	 قیامت 	قیام	起立				
40004	 میتابید 	تابیدن	輝く				
40022	 مراسم 	مراسم	儀式				
56011	 تعارفی 	تعارف	儀礼的な挨拶（言葉）				
36031	 فن 	فن	技術				
46019	 قربان 	قربان	犠牲				
46022	 قربان 	قربان	犠牲				
46036	 قربون 	قربان	犠牲				
59025	 شگون 	شگون	吉兆				
37027	 مژده 	مژده	吉報				
57010	 مهمان 	مهمان	客				
52004	 مهمون 	مهمان	客				
52004	 مهمون های 	مهمان	客				
59080	 استراحت 	استراحت	休憩				
53053	 استراحت 	استراحت	休憩				
53055	 استراحت 	استراحت	休憩				
49016	 راحت 	راحت	休息				
49016	 راحت 	راحت	休息				
51011	 راحت 	راحت	休息				
32014	 قصر 	قصر	宮殿				
32017	 قصر 	قصر	宮殿				
32020	 قصر 	قصر	宮殿				
41053	 قصر 	قصر	宮殿				
43002	 قصر 	قصر	宮殿				
43009	 قصر 	قصر	宮殿				
43024	 قصر 	قصر	宮殿				
32007	 قصریه 	قصر	宮殿				
41053	 قصریه 	قصر	宮殿				
44067	 کاخی 	کاخ	宮殿				
41015	 كمان 	كمان	弓				
42015	 نجات 	نجات	救助				
42015	 نجات 	نجات	救助				
49010	 نجات 	نجات	救助				
58003	 خواسته 	خواسته	求めた				
35009	 خواسته 	خواسته	求めた				
31007	 خواستگاری 	خواستگاری	求婚				
40033	 زاری 	زاری	泣くこと				
31044	 گریگه 	گریه	泣くこと				
31023	 گریه 	گریه	泣くこと				
31042	 گریه 	گریه	泣くこと				
32012	 گریه 	گریه	泣くこと				
32012	 گریه 	گریه	泣くこと				
38015	 گریه 	گریه	泣くこと				
40033	 گریه 	گریه	泣くこと				
45017	 گریه 	گریه	泣くこと				
45019	 گریه 	گریه	泣くこと				
45022	 گریه 	گریه	泣くこと				
46007	 گریه 	گریه	泣くこと				
51008	 گریه 	گریه	泣くこと				
58023	 گریه 	گریه	泣くこと				
59055	 گریه 	گریه	泣くこと				
61015	 گریه 	گریه	泣くこと				
38018	 گیره 	گریه	泣くこと				
39009	 گوله 	گلوله	球形のもの				
39010	 گوله 	گلوله	球形のもの				
39010	 گوله 	گلوله	球形のもの				
39010	 گوله 	گلوله	球形のもの				
56005	 گاو 	گاو	牛				
56007	 گاو 	گاو	牛				
56008	 گاو 	گاو	牛				
56009	 گاو 	گاو	牛				
57018	 گاو 	گاو	牛				
65002	 گاو 	گاو	牛				
65004	 گاو 	گاو	牛				
65009	 گاو 	گاو	牛				
65010	 گاو 	گاو	牛				
65012	 گاو 	گاو	牛				
65003	 گاوها 	گاو	牛				
66019	 قفیلی 	قفیلی	居候の付添				
66026	 قفیلی 	قفیلی	居候の付添				
66029	 قفیلی 	قفیلی	居候の付添				
34034	 مقام 	مقام	居住地				
34034	 مقام 	مقام	居住地				
53023	 رد 	رد	拒否				
40020	 اجازه 	اجازه	許可				
40021	 اجازه 	اجازه	許可				
53052	 فاصله 	فاصله	距離				
42001	 ماهی 	ماهی	魚				
42004	 ماهی 	ماهی	魚				
42005	 ماهی 	ماهی	魚				
42008	 ماهی 	ماهی	魚				
42009	 ماهی 	ماهی	魚				
42015	 ماهی 	ماهی	魚				
63027	 همدستی 	همدستی	協力				
53030	 داد 	داد	叫び				
53032	 داد 	داد	叫び				
53040	 داد 	داد	叫び				
53046	 داد 	داد	叫び				
53050	 داد 	داد	叫び				
37052	 داد 	داد	叫び				
53117	 فریاد 	فریاد	叫び				
59082	 فریاد 	فریاد	叫び				
36030	 محکم 	محکم	強い				
36033	 محکم 	محکم	強い				
49002	 محکم 	محکم	強い				
53037	 محکم 	محکم	強い				
36029	 ناچار 	ناچار	強いられた				
44006	 ناچار 	ناچار	強いられた				
32021	 که 	که	強意的表現				
32049	 که 	که	強意的表現				
34035	 که 	که	強意的表現				
37011	 که 	که	強意的表現				
37037	 که 	که	強意的表現				
37040	 که 	که	強意的表現				
41004	 که 	که	強意的表現				
43034	 که 	که	強意的表現				
43037	 که 	که	強意的表現				
44086	 که 	که	強意的表現				
50004	 که 	که	強意的表現				
50004	 که 	که	強意的表現				
50036	 که 	که	強意的表現				
50071	 که 	که	強意的表現				
44083	 ناچاری 	ناچاری	強制				
34014	 مجبور 	مجبور	強制された				
36022	 مجبور 	مجبور	強制された				
40007	 مجبور 	مجبور	強制された				
40014	 مجبور 	مجبور	強制された				
43018	 شدت 	شدت	強烈				
43019	 بلکه 	بلکه	恐らく				
36022	 شاید 	شاید	恐らく				
36042	 شاید 	شاید	恐らく				
54014	 شاید 	شاید	恐らく				
62025	 شاید 	شاید	恐らく				
37052	 ترس 	ترس	恐れ				
39019	 ترس 	ترس	恐れ				
50073	 ترس 	ترس	恐れ				
59050	 ترسید 	ترسیدن	恐れる				
50055	 میترسم 	ترسیدن	恐れる				
44053	 میترسه 	ترسیدن	恐れる				
40020	 میترسیده 	ترسیدن	恐れる				
43001	 ترسناک 	ترسناک	恐ろしい				
37043	 نهیب 	نهیب	恐怖				
37047	 نهیبی 	نهیب	恐怖				
36046	 هیبتی 	هیبت	恐怖				
63005	 عبرت 	عبرت	教訓				
63028	 عبرت 	عبرت	教訓				
63031	 عبرت 	عبرت	教訓				
63038	 عبرت 	عبرت	教訓				
31019	 معلم ها	معلم	教師				
31019	 معلم ها 	معلم	教師				
31019	 معلمه 	معلم	教師				
41028	 دیوونه 	دیوانه	狂気の				
41043	 دیوونه 	دیوانه	狂気の				
41008	 دیوونه 	دیوانه	狂気の				
53049	 رم 	رم	驚いて逃げること				
53053	 رم 	رم	驚いて逃げること				
53114	 رم 	رم	驚いて逃げること				
49028	 تعجب 	تعجب	驚き				
63012	 تعجب 	تعجب	驚き				
58056	 دولا 	دولا	曲がった				
49039	 کج 	کج	曲がった				
37004	 نهایت 	نهایت	極度				
40034	 نهایت 	نهایت	極度				
36028	 فوری 	فوری	緊急の				
50009	 فوری 	فوری	緊急の				
53034	 فوری 	فوری	緊急の				
53050	 فوری 	فوری	緊急の				
54013	 فوری 	فوری	緊急の				
54013	 فوری 	فوری	緊急の				
37028	 نزدیک 	نزدیک	近い				
63024	 نزدیک 	نزدیک	近い				
63036	 نزدیک 	نزدیک	近い				
33003	 نزدیک 	نزدیک	近い				
33005	 نزدیک 	نزدیک	近い				
33006	 نزدیک 	نزدیک	近い				
53109	 نزدیک 	نزدیک	近い				
63009	 نزدیک 	نزدیک	近い				
63010	 نزدیک 	نزدیک	近い				
65007	 نزدیک 	نزدیک	近い				
37013	 نزدیکی 	نزدیکی	近いこと				
37022	 نزدیکی 	نزدیکی	近いこと				
37008	 مجاورت 	مجاورت	近所				
44031	 طلا 	طلا	金				
44033	 طلا 	طلا	金				
44038	 طلا 	طلا	金				
44038	 طلا 	طلا	金				
44053	 طلا 	طلا	金				
44061	 طلا 	طلا	金				
44067	 طلا 	طلا	金				
44073	 طلا 	طلا	金				
44075	 طلا 	طلا	金				
45027	 طلا 	طلا	金				
45032	 طلا 	طلا	金				
49014	 طلا 	طلا	金				
49015	 طلا 	طلا	金				
49022	 طلا 	طلا	金				
49030	 طلا 	طلا	金				
49031	 طلا 	طلا	金				
49038	 طلا 	طلا	金				
64009	 طلائی 	طلائی	金の				
64005	 طلائیه 	طلائی	金の				
40028	 پولدار 	پولدار	金持ちの				
54003	 پولدار 	پولدار	金持ちの				
40028	 ثروتمند 	ثروتمند	金持ちの				
44062	 ثروتمند 	ثروتمند	金持ちの				
47013	 جیغه 	جیغ	金切り声				
31017	 پول 	پول	金銭				
31019	 پول 	پول	金銭				
31019	 پول 	پول	金銭				
32019	 پول 	پول	金銭				
41017	 پول 	پول	金銭				
41025	 پول 	پول	金銭				
44031	 پول 	پول	金銭				
44031	 پول 	پول	金銭				
44043	 پول 	پول	金銭				
44053	 پول 	پول	金銭				
48021	 پول 	پول	金銭				
49031	 پول 	پول	金銭				
50031	 پول 	پول	金銭				
53036	 پول 	پول	金銭				
53052	 پول 	پول	金銭				
53053	 پول 	پول	金銭				
53059	 پول 	پول	金銭				
53063	 پول 	پول	金銭				
53063	 پول 	پول	金銭				
53070	 پول 	پول	金銭				
53071	 پول 	پول	金銭				
53077	 پول 	پول	金銭				
53082	 پول 	پول	金銭				
53083	 پول 	پول	金銭				
55006	 پول 	پول	金銭				
60003	 پول 	پول	金銭				
60004	 پول 	پول	金銭				
60007	 پول 	پول	金銭				
61006	 پول 	پول	金銭				
61009	 پول 	پول	金銭				
61012	 پول 	پول	金銭				
61013	 پول 	پول	金銭				
